FixedRef,AliasTypeID,Primary,LowQuality,ParentRef
26544,1403,true,false,26544
26544,1400,false,false,26544
26545,1403,true,false,26545
26546,1403,true,false,26546
26547,1403,true,false,26547
26548,1403,true,false,26548
26549,1403,true,false,26549
26549,1400,false,true,26549
26549,1400,false,true,26549
26549,1400,false,true,26549
26549,1400,false,true,26549
26550,1403,true,false,26550
26550,1400,false,false,26550
26551,1403,true,false,26551
26553,1403,true,false,26553
26553,1400,false,false,26553
26554,1403,true,false,26554
26554,1400,false,false,26554
26555,1403,true,false,26555
26556,1403,true,false,26556
26556,1400,false,false,26556
26556,1400,false,false,26556
26557,1403,true,false,26557
26557,1400,false,false,26557
26557,1400,false,false,26557
26558,1403,true,false,26558
26558,1400,false,false,26558
26558,1400,false,false,26558
26559,1403,true,false,26559
26560,1403,true,false,26560
26561,1403,true,false,26561
26561,1400,false,false,26561
26562,1403,true,false,26562
