ID,PartySubTypeID,DistinctPartyRef,PartyTypeID,PartyType
15529,3,15529,2,Entity
15530,4,15530,1,Individual
15536,3,15536,2,Entity
15537,3,15537,2,Entity
15539,3,15539,2,Entity
15541,4,15541,1,Individual
15542,3,15542,2,Entity
15543,3,15543,2,Entity
15544,3,15544,2,Entity
15547,3,15547,2,Entity
15550,4,15550,1,Individual
15552,4,15552,1,Individual
15553,4,15553,1,Individual
15555,3,15555,2,Entity
15556,4,15556,1,Individual
15557,4,15557,1,Individual
15558,4,15558,1,Individual
15559,4,15559,1,Individual
15564,3,15564,2,Entity
15566,4,15566,1,Individual
15567,4,15567,1,Individual
15568,4,15568,1,Individual
15570,4,15570,1,Individual
15573,4,15573,1,Individual
15580,3,15580,2,Entity
15581,4,15581,1,Individual
15582,4,15582,1,Individual
15583,3,15583,2,Entity
15584,4,15584,1,Individual
15585,3,15585,2,Entity
15587,4,15587,1,Individual
15588,3,15588,2,Entity
15590,4,15590,1,Individual
15591,4,15591,1,Individual
15592,3,15592,2,Entity
15593,4,15593,1,Individual
15594,4,15594,1,Individual
15595,4,15595,1,Individual
15596,4,15596,1,Individual
15603,3,15603,2,Entity
15605,3,15605,2,Entity
15606,4,15606,1,Individual
15609,3,15609,2,Entity
15610,4,15610,1,Individual
15611,4,15611,1,Individual
15613,2,15613,4,Transport
15614,2,15614,4,Transport
15615,4,15615,1,Individual
15616,3,15616,2,Entity
15617,2,15617,4,Transport
15618,2,15618,4,Transport
15619,2,15619,4,Transport
15620,2,15620,4,Transport
15621,2,15621,4,Transport
15622,2,15622,4,Transport
15623,2,15623,4,Transport
15624,2,15624,4,Transport
15625,2,15625,4,Transport
15626,2,15626,4,Transport
15627,2,15627,4,Transport
15628,2,15628,4,Transport
15629,2,15629,4,Transport
15630,4,15630,1,Individual
15631,3,15631,2,Entity
15632,3,15632,2,Entity
15634,4,15634,1,Individual
15635,3,15635,2,Entity
15636,3,15636,2,Entity
15638,3,15638,2,Entity
15640,4,15640,1,Individual
15644,3,15644,2,Entity
15645,4,15645,1,Individual
15647,4,15647,1,Individual
15648,3,15648,2,Entity
15649,4,15649,1,Individual
15650,4,15650,1,Individual
15651,3,15651,2,Entity
15652,3,15652,2,Entity
15653,4,15653,1,Individual
15654,4,15654,1,Individual
15655,4,15655,1,Individual
15656,4,15656,1,Individual
15657,4,15657,1,Individual
15659,4,15659,1,Individual
15660,4,15660,1,Individual
15661,3,15661,2,Entity
15662,4,15662,1,Individual
15663,4,15663,1,Individual
15664,3,15664,2,Entity
15665,4,15665,1,Individual
15666,3,15666,2,Entity
15667,4,15667,1,Individual
15668,4,15668,1,Individual
15672,4,15672,1,Individual
15673,3,15673,2,Entity
15674,3,15674,2,Entity
15675,3,15675,2,Entity
15676,3,15676,2,Entity
15677,4,15677,1,Individual
15678,4,15678,1,Individual
15685,4,15685,1,Individual
15687,4,15687,1,Individual
15688,4,15688,1,Individual
15691,3,15691,2,Entity
15692,4,15692,1,Individual
15693,4,15693,1,Individual
15694,3,15694,2,Entity
15695,3,15695,2,Entity
15696,3,15696,2,Entity
15697,3,15697,2,Entity
15699,3,15699,2,Entity
15700,4,15700,1,Individual
15701,4,15701,1,Individual
15705,4,15705,1,Individual
15708,3,15708,2,Entity
15709,3,15709,2,Entity
15710,3,15710,2,Entity
15711,3,15711,2,Entity
15712,3,15712,2,Entity
15714,3,15714,2,Entity
15715,3,15715,2,Entity
15717,4,15717,1,Individual
15718,4,15718,1,Individual
15719,4,15719,1,Individual
15720,3,15720,2,Entity
15725,1,15725,4,Transport
15727,1,15727,4,Transport
15729,1,15729,4,Transport
15731,3,15731,2,Entity
15732,3,15732,2,Entity
15733,3,15733,2,Entity
15734,3,15734,2,Entity
15735,3,15735,2,Entity
15736,3,15736,2,Entity
15737,3,15737,2,Entity
15738,3,15738,2,Entity
15740,2,15740,4,Transport
15741,2,15741,4,Transport
15742,2,15742,4,Transport
15743,2,15743,4,Transport
15744,2,15744,4,Transport
15745,2,15745,4,Transport
15746,2,15746,4,Transport
15747,2,15747,4,Transport
15748,2,15748,4,Transport
15749,2,15749,4,Transport
15751,2,15751,4,Transport
15752,2,15752,4,Transport
15753,2,15753,4,Transport
15754,2,15754,4,Transport
15755,2,15755,4,Transport
15756,2,15756,4,Transport
15757,2,15757,4,Transport
15758,2,15758,4,Transport
15759,2,15759,4,Transport
15760,2,15760,4,Transport
15761,2,15761,4,Transport
15762,2,15762,4,Transport
15763,2,15763,4,Transport
15764,3,15764,2,Entity
15765,3,15765,2,Entity
15766,3,15766,2,Entity
15768,3,15768,2,Entity
15769,4,15769,1,Individual
15770,4,15770,1,Individual
15771,4,15771,1,Individual
15775,4,15775,1,Individual
15782,4,15782,1,Individual
15783,4,15783,1,Individual
15784,4,15784,1,Individual
15785,4,15785,1,Individual
15786,4,15786,1,Individual
15787,4,15787,1,Individual
15788,4,15788,1,Individual
15801,4,15801,1,Individual
15804,4,15804,1,Individual
15806,3,15806,2,Entity
15830,3,15830,2,Entity
15831,4,15831,1,Individual
15832,4,15832,1,Individual
15835,4,15835,1,Individual
15836,4,15836,1,Individual
15838,3,15838,2,Entity
15840,4,15840,1,Individual
15842,4,15842,1,Individual
15843,4,15843,1,Individual
15844,4,15844,1,Individual
15846,3,15846,2,Entity
15847,3,15847,2,Entity
15852,3,15852,2,Entity
15853,3,15853,2,Entity
15854,3,15854,2,Entity
15855,4,15855,1,Individual
15857,3,15857,2,Entity
15859,1,15859,4,Transport
15860,4,15860,1,Individual
15861,4,15861,1,Individual
15862,4,15862,1,Individual
15863,4,15863,1,Individual
15864,3,15864,2,Entity
15865,3,15865,2,Entity
15866,3,15866,2,Entity
15867,3,15867,2,Entity
15868,3,15868,2,Entity
15869,3,15869,2,Entity
15871,3,15871,2,Entity
15879,4,15879,1,Individual
15880,4,15880,1,Individual
15881,4,15881,1,Individual
15882,4,15882,1,Individual
15885,4,15885,1,Individual
15886,4,15886,1,Individual
15888,4,15888,1,Individual
15889,4,15889,1,Individual
15890,4,15890,1,Individual
15891,4,15891,1,Individual
15892,4,15892,1,Individual
15893,4,15893,1,Individual
15894,4,15894,1,Individual
15895,4,15895,1,Individual
15896,4,15896,1,Individual
15897,4,15897,1,Individual
15898,4,15898,1,Individual
15900,4,15900,1,Individual
15901,4,15901,1,Individual
15902,1,15902,4,Transport
15903,1,15903,4,Transport
15904,1,15904,4,Transport
15905,1,15905,4,Transport
15906,1,15906,4,Transport
15907,1,15907,4,Transport
15908,1,15908,4,Transport
15909,3,15909,2,Entity
15910,3,15910,2,Entity
15911,4,15911,1,Individual
15912,3,15912,2,Entity
15913,4,15913,1,Individual
15914,3,15914,2,Entity
15917,4,15917,1,Individual
15918,3,15918,2,Entity
15922,3,15922,2,Entity
15923,4,15923,1,Individual
15943,3,15943,2,Entity
15945,4,15945,1,Individual
15948,3,15948,2,Entity
15949,4,15949,1,Individual
15950,3,15950,2,Entity
15951,3,15951,2,Entity
15952,3,15952,2,Entity
15953,3,15953,2,Entity
15954,3,15954,2,Entity
15955,3,15955,2,Entity
15956,3,15956,2,Entity
15957,3,15957,2,Entity
15959,3,15959,2,Entity
15961,4,15961,1,Individual
15962,4,15962,1,Individual
15964,4,15964,1,Individual
15965,4,15965,1,Individual
15966,3,15966,2,Entity
15967,4,15967,1,Individual
15968,3,15968,2,Entity
15969,3,15969,2,Entity
15970,4,15970,1,Individual
15971,4,15971,1,Individual
15972,4,15972,1,Individual
15973,4,15973,1,Individual
15974,4,15974,1,Individual
15975,4,15975,1,Individual
15978,2,15978,4,Transport
15979,2,15979,4,Transport
15981,3,15981,2,Entity
15982,4,15982,1,Individual
15985,3,15985,2,Entity
15986,4,15986,1,Individual
15989,3,15989,2,Entity
15990,3,15990,2,Entity
15991,4,15991,1,Individual
15995,2,15995,4,Transport
15996,2,15996,4,Transport
15997,2,15997,4,Transport
15998,2,15998,4,Transport
15999,2,15999,4,Transport
16000,4,16000,1,Individual
16004,3,16004,2,Entity
16005,3,16005,2,Entity
16006,3,16006,2,Entity
16007,3,16007,2,Entity
16008,3,16008,2,Entity
16009,3,16009,2,Entity
16010,3,16010,2,Entity
16011,3,16011,2,Entity
16012,3,16012,2,Entity
16013,3,16013,2,Entity
16014,3,16014,2,Entity
16015,3,16015,2,Entity
16016,3,16016,2,Entity
16017,3,16017,2,Entity
16018,3,16018,2,Entity
16019,3,16019,2,Entity
16020,3,16020,2,Entity
16021,3,16021,2,Entity
16022,3,16022,2,Entity
16023,3,16023,2,Entity
16024,3,16024,2,Entity
16025,3,16025,2,Entity
16026,3,16026,2,Entity
16027,3,16027,2,Entity
16028,3,16028,2,Entity
16029,3,16029,2,Entity
16030,3,16030,2,Entity
16031,3,16031,2,Entity
16032,3,16032,2,Entity
16033,3,16033,2,Entity
16034,3,16034,2,Entity
16035,3,16035,2,Entity
16036,3,16036,2,Entity
16037,3,16037,2,Entity
16038,3,16038,2,Entity
16039,3,16039,2,Entity
16040,3,16040,2,Entity
16041,3,16041,2,Entity
16083,4,16083,1,Individual
16084,4,16084,1,Individual
16085,3,16085,2,Entity
16086,3,16086,2,Entity
16101,4,16101,1,Individual
16119,3,16119,2,Entity
16128,4,16128,1,Individual
16129,4,16129,1,Individual
16130,4,16130,1,Individual
16131,4,16131,1,Individual
16132,4,16132,1,Individual
16133,4,16133,1,Individual
16134,4,16134,1,Individual
16135,3,16135,2,Entity
16136,3,16136,2,Entity
16137,3,16137,2,Entity
16139,4,16139,1,Individual
16140,4,16140,1,Individual
16141,4,16141,1,Individual
16142,4,16142,1,Individual
16151,4,16151,1,Individual
16152,4,16152,1,Individual
16161,4,16161,1,Individual
16167,4,16167,1,Individual
16169,4,16169,1,Individual
16170,4,16170,1,Individual
16173,4,16173,1,Individual
16175,4,16175,1,Individual
16176,4,16176,1,Individual
16177,4,16177,1,Individual
16178,3,16178,2,Entity
16179,3,16179,2,Entity
16180,3,16180,2,Entity
16181,3,16181,2,Entity
16182,3,16182,2,Entity
16201,4,16201,1,Individual
16208,4,16208,1,Individual
16209,4,16209,1,Individual
16210,4,16210,1,Individual
16211,3,16211,2,Entity
16221,4,16221,1,Individual
16223,3,16223,2,Entity
16225,4,16225,1,Individual
16226,4,16226,1,Individual
16227,4,16227,1,Individual
16228,4,16228,1,Individual
16229,4,16229,1,Individual
16230,4,16230,1,Individual
16231,4,16231,1,Individual
16232,4,16232,1,Individual
16235,4,16235,1,Individual
16264,4,16264,1,Individual
16265,4,16265,1,Individual
16268,4,16268,1,Individual
16269,4,16269,1,Individual
16278,3,16278,2,Entity
16280,4,16280,1,Individual
16315,4,16315,1,Individual
16318,4,16318,1,Individual
16319,3,16319,2,Entity
16342,4,16342,1,Individual
16363,3,16363,2,Entity
16364,3,16364,2,Entity
16371,4,16371,1,Individual
16393,4,16393,1,Individual
16394,4,16394,1,Individual
16395,4,16395,1,Individual
16396,4,16396,1,Individual
16397,4,16397,1,Individual
16398,4,16398,1,Individual
16399,4,16399,1,Individual
16400,4,16400,1,Individual
16401,4,16401,1,Individual
16408,4,16408,1,Individual
16409,4,16409,1,Individual
16413,3,16413,2,Entity
16414,4,16414,1,Individual
16415,4,16415,1,Individual
16416,4,16416,1,Individual
16417,4,16417,1,Individual
16418,3,16418,2,Entity
16419,3,16419,2,Entity
16429,4,16429,1,Individual
16430,4,16430,1,Individual
16431,4,16431,1,Individual
16433,4,16433,1,Individual
16434,4,16434,1,Individual
16435,4,16435,1,Individual
16436,3,16436,2,Entity
16437,3,16437,2,Entity
16438,4,16438,1,Individual
16441,3,16441,2,Entity
16443,3,16443,2,Entity
16444,3,16444,2,Entity
16445,3,16445,2,Entity
16446,3,16446,2,Entity
16448,4,16448,1,Individual
16449,4,16449,1,Individual
16450,4,16450,1,Individual
16451,3,16451,2,Entity
16452,4,16452,1,Individual
16455,4,16455,1,Individual
16456,4,16456,1,Individual
16457,4,16457,1,Individual
16458,4,16458,1,Individual
16459,4,16459,1,Individual
16460,4,16460,1,Individual
16461,4,16461,1,Individual
16462,4,16462,1,Individual
16463,4,16463,1,Individual
16464,4,16464,1,Individual
16465,4,16465,1,Individual
16466,4,16466,1,Individual
16467,4,16467,1,Individual
16468,4,16468,1,Individual
16469,3,16469,2,Entity
16470,3,16470,2,Entity
16471,3,16471,2,Entity
16472,3,16472,2,Entity
16473,3,16473,2,Entity
16474,3,16474,2,Entity
16475,3,16475,2,Entity
16476,3,16476,2,Entity
16477,3,16477,2,Entity
16478,4,16478,1,Individual
16479,4,16479,1,Individual
16480,4,16480,1,Individual
16495,4,16495,1,Individual
16498,4,16498,1,Individual
16499,4,16499,1,Individual
16501,4,16501,1,Individual
16503,4,16503,1,Individual
16517,4,16517,1,Individual
16518,4,16518,1,Individual
16519,4,16519,1,Individual
16520,3,16520,2,Entity
16523,4,16523,1,Individual
16524,3,16524,2,Entity
16525,3,16525,2,Entity
16527,3,16527,2,Entity
16528,3,16528,2,Entity
16529,4,16529,1,Individual
16532,4,16532,1,Individual
16533,3,16533,2,Entity
16534,4,16534,1,Individual
16535,3,16535,2,Entity
16536,4,16536,1,Individual
16538,4,16538,1,Individual
16539,4,16539,1,Individual
16540,4,16540,1,Individual
16541,4,16541,1,Individual
16542,4,16542,1,Individual
16553,4,16553,1,Individual
16557,4,16557,1,Individual
16560,4,16560,1,Individual
16580,4,16580,1,Individual
16581,4,16581,1,Individual
16582,4,16582,1,Individual
16601,4,16601,1,Individual
16604,3,16604,2,Entity
16605,4,16605,1,Individual
16606,4,16606,1,Individual
16607,3,16607,2,Entity
16608,3,16608,2,Entity
16622,3,16622,2,Entity
16623,4,16623,1,Individual
16625,4,16625,1,Individual
16627,4,16627,1,Individual
16630,3,16630,2,Entity
16631,3,16631,2,Entity
16632,3,16632,2,Entity
16637,3,16637,2,Entity
16641,4,16641,1,Individual
16642,4,16642,1,Individual
16643,3,16643,2,Entity
16646,4,16646,1,Individual
16648,4,16648,1,Individual
16649,4,16649,1,Individual
16651,4,16651,1,Individual
16655,4,16655,1,Individual
16656,4,16656,1,Individual
16659,4,16659,1,Individual
16660,4,16660,1,Individual
16661,4,16661,1,Individual
16662,4,16662,1,Individual
16663,4,16663,1,Individual
16664,4,16664,1,Individual
16665,4,16665,1,Individual
16666,4,16666,1,Individual
16667,4,16667,1,Individual
16668,4,16668,1,Individual
16669,4,16669,1,Individual
16670,4,16670,1,Individual
16671,4,16671,1,Individual
16672,4,16672,1,Individual
16673,4,16673,1,Individual
16674,4,16674,1,Individual
16675,4,16675,1,Individual
16676,4,16676,1,Individual
16677,4,16677,1,Individual
16678,4,16678,1,Individual
16680,4,16680,1,Individual
16681,3,16681,2,Entity
16683,4,16683,1,Individual
16685,4,16685,1,Individual
16688,4,16688,1,Individual
16689,4,16689,1,Individual
16690,4,16690,1,Individual
16691,4,16691,1,Individual
16692,4,16692,1,Individual
16696,3,16696,2,Entity
16708,4,16708,1,Individual
16709,4,16709,1,Individual
16710,4,16710,1,Individual
16712,4,16712,1,Individual
16713,4,16713,1,Individual
16714,4,16714,1,Individual
16715,4,16715,1,Individual
16721,4,16721,1,Individual
16723,4,16723,1,Individual
16724,4,16724,1,Individual
16725,4,16725,1,Individual
16727,4,16727,1,Individual
16728,4,16728,1,Individual
16731,3,16731,2,Entity
16733,4,16733,1,Individual
16735,4,16735,1,Individual
16736,3,16736,2,Entity
16737,4,16737,1,Individual
16740,4,16740,1,Individual
16744,4,16744,1,Individual
16745,4,16745,1,Individual
16749,4,16749,1,Individual
16750,4,16750,1,Individual
16752,4,16752,1,Individual
16753,4,16753,1,Individual
16755,4,16755,1,Individual
16757,4,16757,1,Individual
16759,4,16759,1,Individual
16760,4,16760,1,Individual
16762,4,16762,1,Individual
16763,3,16763,2,Entity
16764,4,16764,1,Individual
16774,4,16774,1,Individual
16780,4,16780,1,Individual
16786,3,16786,2,Entity
16795,3,16795,2,Entity
16800,3,16800,2,Entity
16806,3,16806,2,Entity
16807,3,16807,2,Entity
16809,3,16809,2,Entity
16810,3,16810,2,Entity
16811,3,16811,2,Entity
16812,3,16812,2,Entity
16813,4,16813,1,Individual
16814,4,16814,1,Individual
16815,4,16815,1,Individual
16817,4,16817,1,Individual
16818,4,16818,1,Individual
16819,4,16819,1,Individual
16824,3,16824,2,Entity
16825,3,16825,2,Entity
16826,3,16826,2,Entity
16828,3,16828,2,Entity
16829,3,16829,2,Entity
16830,3,16830,2,Entity
16831,3,16831,2,Entity
16832,3,16832,2,Entity
16833,3,16833,2,Entity
16834,3,16834,2,Entity
16835,3,16835,2,Entity
16836,3,16836,2,Entity
16837,3,16837,2,Entity
16838,3,16838,2,Entity
16839,3,16839,2,Entity
16840,3,16840,2,Entity
16841,3,16841,2,Entity
16842,3,16842,2,Entity
16846,3,16846,2,Entity
16847,3,16847,2,Entity
16848,3,16848,2,Entity
16849,3,16849,2,Entity
16850,3,16850,2,Entity
16851,3,16851,2,Entity
16852,3,16852,2,Entity
16853,3,16853,2,Entity
16854,3,16854,2,Entity
16855,4,16855,1,Individual
16856,4,16856,1,Individual
16858,3,16858,2,Entity
16859,3,16859,2,Entity
16860,3,16860,2,Entity
16861,4,16861,1,Individual
16862,3,16862,2,Entity
16864,3,16864,2,Entity
16865,3,16865,2,Entity
16868,3,16868,2,Entity
16869,3,16869,2,Entity
16884,3,16884,2,Entity
16885,3,16885,2,Entity
16886,3,16886,2,Entity
16900,4,16900,1,Individual
16901,4,16901,1,Individual
16902,4,16902,1,Individual
16903,4,16903,1,Individual
16904,3,16904,2,Entity
16905,3,16905,2,Entity
16906,3,16906,2,Entity
16907,3,16907,2,Entity
16908,3,16908,2,Entity
16909,3,16909,2,Entity
16910,4,16910,1,Individual
16911,3,16911,2,Entity
16912,4,16912,1,Individual
16917,4,16917,1,Individual
16934,4,16934,1,Individual
16935,4,16935,1,Individual
16936,4,16936,1,Individual
16937,3,16937,2,Entity
16938,4,16938,1,Individual
16943,4,16943,1,Individual
16949,4,16949,1,Individual
16957,3,16957,2,Entity
16958,4,16958,1,Individual
16960,4,16960,1,Individual
16961,4,16961,1,Individual
16962,4,16962,1,Individual
16966,4,16966,1,Individual
16972,3,16972,2,Entity
16974,4,16974,1,Individual
16984,4,16984,1,Individual
16985,3,16985,2,Entity
16990,3,16990,2,Entity
16991,4,16991,1,Individual
16992,4,16992,1,Individual
16993,4,16993,1,Individual
16994,4,16994,1,Individual
16995,4,16995,1,Individual
16996,3,16996,2,Entity
16997,3,16997,2,Entity
17003,4,17003,1,Individual
17005,3,17005,2,Entity
17006,4,17006,1,Individual
17008,4,17008,1,Individual
17009,4,17009,1,Individual
17013,3,17013,2,Entity
17015,3,17015,2,Entity
17017,3,17017,2,Entity
17018,3,17018,2,Entity
17019,3,17019,2,Entity
17023,3,17023,2,Entity
17024,4,17024,1,Individual
17025,4,17025,1,Individual
17028,4,17028,1,Individual
17029,4,17029,1,Individual
17030,4,17030,1,Individual
17031,4,17031,1,Individual
17032,4,17032,1,Individual
17034,4,17034,1,Individual
17036,4,17036,1,Individual
17037,4,17037,1,Individual
17039,3,17039,2,Entity
17040,3,17040,2,Entity
17041,3,17041,2,Entity
17042,3,17042,2,Entity
17043,3,17043,2,Entity
17044,3,17044,2,Entity
17045,3,17045,2,Entity
17048,4,17048,1,Individual
17049,4,17049,1,Individual
17050,4,17050,1,Individual
17063,4,17063,1,Individual
17065,3,17065,2,Entity
17066,4,17066,1,Individual
17067,3,17067,2,Entity
17068,3,17068,2,Entity
17069,1,17069,4,Transport
17083,4,17083,1,Individual
17084,1,17084,4,Transport
17085,1,17085,4,Transport
17086,1,17086,4,Transport
17087,1,17087,4,Transport
17088,1,17088,4,Transport
17089,1,17089,4,Transport
17090,1,17090,4,Transport
17091,1,17091,4,Transport
17092,1,17092,4,Transport
17093,1,17093,4,Transport
17094,1,17094,4,Transport
17095,1,17095,4,Transport
17096,1,17096,4,Transport
17097,4,17097,1,Individual
17098,3,17098,2,Entity
17099,3,17099,2,Entity
17100,3,17100,2,Entity
17101,3,17101,2,Entity
17102,1,17102,4,Transport
17103,1,17103,4,Transport
17104,1,17104,4,Transport
17105,1,17105,4,Transport
17110,4,17110,1,Individual
17111,4,17111,1,Individual
17112,4,17112,1,Individual
17113,4,17113,1,Individual
17117,4,17117,1,Individual
17118,4,17118,1,Individual
17119,4,17119,1,Individual
17121,4,17121,1,Individual
17122,4,17122,1,Individual
17123,4,17123,1,Individual
17146,4,17146,1,Individual
17147,4,17147,1,Individual
17148,4,17148,1,Individual
17150,3,17150,2,Entity
17151,4,17151,1,Individual
17152,4,17152,1,Individual
17154,3,17154,2,Entity
17156,3,17156,2,Entity
17157,3,17157,2,Entity
17158,3,17158,2,Entity
17159,4,17159,1,Individual
17160,4,17160,1,Individual
17163,4,17163,1,Individual
17164,4,17164,1,Individual
17165,3,17165,2,Entity
17166,4,17166,1,Individual
17174,4,17174,1,Individual
17175,4,17175,1,Individual
17176,4,17176,1,Individual
17177,4,17177,1,Individual
17185,4,17185,1,Individual
17187,3,17187,2,Entity
17188,4,17188,1,Individual
17189,4,17189,1,Individual
17208,4,17208,1,Individual
17213,4,17213,1,Individual
17214,4,17214,1,Individual
17215,4,17215,1,Individual
17223,3,17223,2,Entity
17225,4,17225,1,Individual
17226,3,17226,2,Entity
17227,3,17227,2,Entity
17228,3,17228,2,Entity
17229,3,17229,2,Entity
17237,3,17237,2,Entity
17238,3,17238,2,Entity
17241,4,17241,1,Individual
17242,3,17242,2,Entity
17243,3,17243,2,Entity
17244,3,17244,2,Entity
17245,3,17245,2,Entity
17246,4,17246,1,Individual
17247,3,17247,2,Entity
17249,3,17249,2,Entity
17251,3,17251,2,Entity
17252,3,17252,2,Entity
17253,3,17253,2,Entity
17255,3,17255,2,Entity
17256,4,17256,1,Individual
17258,3,17258,2,Entity
17259,3,17259,2,Entity
17260,3,17260,2,Entity
17261,4,17261,1,Individual
17265,4,17265,1,Individual
17266,4,17266,1,Individual
17267,4,17267,1,Individual
17268,4,17268,1,Individual
17269,3,17269,2,Entity
17270,4,17270,1,Individual
17271,3,17271,2,Entity
17272,4,17272,1,Individual
17273,3,17273,2,Entity
17274,4,17274,1,Individual
17275,4,17275,1,Individual
17276,4,17276,1,Individual
17278,4,17278,1,Individual
17279,4,17279,1,Individual
17280,4,17280,1,Individual
17281,4,17281,1,Individual
17282,4,17282,1,Individual
17283,4,17283,1,Individual
17284,4,17284,1,Individual
17285,4,17285,1,Individual
17286,4,17286,1,Individual
17287,4,17287,1,Individual
17289,3,17289,2,Entity
17290,4,17290,1,Individual
17291,4,17291,1,Individual
17292,4,17292,1,Individual
17293,4,17293,1,Individual
17294,4,17294,1,Individual
17295,4,17295,1,Individual
17296,4,17296,1,Individual
17297,4,17297,1,Individual
17298,4,17298,1,Individual
17299,3,17299,2,Entity
17300,4,17300,1,Individual
17301,4,17301,1,Individual
17311,4,17311,1,Individual
17312,4,17312,1,Individual
17314,4,17314,1,Individual
17317,3,17317,2,Entity
17318,4,17318,1,Individual
17320,4,17320,1,Individual
17321,4,17321,1,Individual
17326,4,17326,1,Individual
17346,3,17346,2,Entity
17347,3,17347,2,Entity
17348,4,17348,1,Individual
17350,3,17350,2,Entity
17352,3,17352,2,Entity
17354,4,17354,1,Individual
17355,3,17355,2,Entity
17366,4,17366,1,Individual
17367,4,17367,1,Individual
17368,4,17368,1,Individual
17386,4,17386,1,Individual
17387,4,17387,1,Individual
17426,4,17426,1,Individual
17427,4,17427,1,Individual
17446,4,17446,1,Individual
17448,4,17448,1,Individual
17449,3,17449,2,Entity
17466,3,17466,2,Entity
17467,4,17467,1,Individual
17468,3,17468,2,Entity
17471,3,17471,2,Entity
17507,4,17507,1,Individual
17508,4,17508,1,Individual
17509,3,17509,2,Entity
17510,3,17510,2,Entity
17546,4,17546,1,Individual
17547,4,17547,1,Individual
17567,3,17567,2,Entity
17586,3,17586,2,Entity
17587,3,17587,2,Entity
17612,3,17612,2,Entity
17613,3,17613,2,Entity
17614,4,17614,1,Individual
17615,4,17615,1,Individual
17616,4,17616,1,Individual
17617,4,17617,1,Individual
17618,4,17618,1,Individual
17619,4,17619,1,Individual
17620,4,17620,1,Individual
17622,4,17622,1,Individual
17624,4,17624,1,Individual
17625,4,17625,1,Individual
17626,3,17626,2,Entity
17627,4,17627,1,Individual
17667,4,17667,1,Individual
17668,4,17668,1,Individual
17669,4,17669,1,Individual
17670,3,17670,2,Entity
17671,3,17671,2,Entity
17672,3,17672,2,Entity
17673,4,17673,1,Individual
17674,4,17674,1,Individual
17686,4,17686,1,Individual
17706,4,17706,1,Individual
17727,4,17727,1,Individual
17747,4,17747,1,Individual
17748,4,17748,1,Individual
17753,4,17753,1,Individual
17754,4,17754,1,Individual
17755,3,17755,2,Entity
17759,3,17759,2,Entity
17760,4,17760,1,Individual
17761,4,17761,1,Individual
17762,4,17762,1,Individual
17763,4,17763,1,Individual
17764,4,17764,1,Individual
17765,4,17765,1,Individual
17766,4,17766,1,Individual
17768,3,17768,2,Entity
17769,3,17769,2,Entity
17770,3,17770,2,Entity
17771,4,17771,1,Individual
17787,3,17787,2,Entity
17788,4,17788,1,Individual
17789,4,17789,1,Individual
17807,4,17807,1,Individual
17808,4,17808,1,Individual
17809,4,17809,1,Individual
17810,4,17810,1,Individual
17812,4,17812,1,Individual
17816,4,17816,1,Individual
17818,4,17818,1,Individual
17827,3,17827,2,Entity
17828,3,17828,2,Entity
17829,3,17829,2,Entity
17848,4,17848,1,Individual
17849,4,17849,1,Individual
17868,4,17868,1,Individual
17869,4,17869,1,Individual
17870,4,17870,1,Individual
17871,4,17871,1,Individual
17872,4,17872,1,Individual
17873,3,17873,2,Entity
17927,4,17927,1,Individual
17928,4,17928,1,Individual
17947,4,17947,1,Individual
17948,4,17948,1,Individual
17949,4,17949,1,Individual
17967,4,17967,1,Individual
18007,4,18007,1,Individual
18008,4,18008,1,Individual
18009,4,18009,1,Individual
18010,4,18010,1,Individual
18027,3,18027,2,Entity
18047,4,18047,1,Individual
18048,4,18048,1,Individual
18049,4,18049,1,Individual
18050,4,18050,1,Individual
18051,4,18051,1,Individual
18067,4,18067,1,Individual
18068,4,18068,1,Individual
18070,3,18070,2,Entity
18071,3,18071,2,Entity
18087,3,18087,2,Entity
18088,3,18088,2,Entity
18089,3,18089,2,Entity
18090,3,18090,2,Entity
18091,3,18091,2,Entity
18092,3,18092,2,Entity
18093,3,18093,2,Entity
18094,3,18094,2,Entity
18095,3,18095,2,Entity
18097,4,18097,1,Individual
18107,4,18107,1,Individual
18108,4,18108,1,Individual
18127,4,18127,1,Individual
18128,3,18128,2,Entity
18129,3,18129,2,Entity
18130,3,18130,2,Entity
18131,3,18131,2,Entity
18132,4,18132,1,Individual
18133,3,18133,2,Entity
18134,3,18134,2,Entity
18135,4,18135,1,Individual
18150,2,18150,4,Transport
18151,2,18151,4,Transport
18152,2,18152,4,Transport
18153,2,18153,4,Transport
18154,2,18154,4,Transport
18155,2,18155,4,Transport
18156,2,18156,4,Transport
18157,2,18157,4,Transport
18158,2,18158,4,Transport
18159,3,18159,2,Entity
18207,3,18207,2,Entity
18208,3,18208,2,Entity
18209,3,18209,2,Entity
18210,3,18210,2,Entity
18211,3,18211,2,Entity
18212,3,18212,2,Entity
18213,1,18213,4,Transport
18215,1,18215,4,Transport
18216,1,18216,4,Transport
18218,4,18218,1,Individual
18219,3,18219,2,Entity
18220,3,18220,2,Entity
18221,3,18221,2,Entity
18222,3,18222,2,Entity
18223,4,18223,1,Individual
18224,4,18224,1,Individual
18225,4,18225,1,Individual
18226,4,18226,1,Individual
18247,3,18247,2,Entity
18249,3,18249,2,Entity
18250,3,18250,2,Entity
18268,3,18268,2,Entity
18272,3,18272,2,Entity
18273,3,18273,2,Entity
18281,3,18281,2,Entity
