NamePartGroupID,NamePartTypeID,ParentRef
21149,1521,6710
4789,1520,6712
4790,1521,6712
21156,1520,6712
21157,1521,6712
21158,1520,6712
21159,1521,6712
21160,1520,6712
21161,1521,6712
21162,1520,6712
21163,1521,6712
21164,1520,6712
21165,1521,6712
21166,1520,6712
21167,1521,6712
4791,1520,6713
4792,1521,6713
21168,1520,6713
21169,1521,6713
21170,1520,6713
21171,1521,6713
4793,1520,6714
4794,1521,6714
21172,1520,6714
21173,1521,6714
21174,1520,6714
21175,1521,6714
21176,1520,6714
21177,1521,6714
21178,1520,6714
21179,1521,6714
21180,1520,6714
21181,1521,6714
21182,1520,6714
21183,1521,6714
21184,1520,6714
21185,1521,6714
21186,1520,6714
21187,1521,6714
21188,1520,6714
21189,1521,6714
4795,1520,6715
4796,1521,6715
4797,1520,6717
4798,1521,6717
4799,1520,6718
4800,1521,6718
4801,1525,6719
4802,1525,6720
4803,1525,6721
4804,1525,6722
21190,1525,6722
3702,1525,6723
3703,1520,6724
3704,1521,6724
28838,1525,6725
28837,1525,6725
4614,1525,6726
4640,1520,6823
4641,1521,6823
20860,1520,6823
20861,1521,6823
4642,1525,6824
20862,1525,6824
4644,1525,6826
4653,1520,6831
4654,1521,6831
4655,1520,6832
4656,1521,6832
20865,1520,6832
20866,1521,6832
4693,1525,6853
20869,1525,6853
20870,1525,6853
20871,1525,6853
20872,1525,6853
20873,1525,6853
20874,1525,6853
116268,1525,6853
116269,1525,6853
116270,1525,6853
116271,1525,6853
4696,1520,6856
4697,1521,6856
20879,1520,6856
20880,1521,6856
20881,1520,6856
20882,1521,6856
20883,1520,6856
20884,1521,6856
20885,1520,6856
20886,1521,6856
4698,1520,6857
4699,1521,6857
20887,1520,6857
20888,1521,6857
20889,1520,6857
20890,1521,6857
20891,1520,6857
20892,1521,6857
20893,1520,6857
20894,1521,6857
20895,1520,6857
20896,1521,6857
20897,1520,6857
20898,1521,6857
20899,1520,6857
20900,1521,6857
20901,1520,6857
20902,1521,6857
20903,1520,6857
20904,1521,6857
4700,1520,6858
4701,1521,6858
4702,1520,6859
4703,1521,6859
20905,1520,6859
20906,1521,6859
4704,1520,6860
4705,1521,6860
20907,1520,6860
20908,1521,6860
20909,1520,6860
20910,1521,6860
20911,1520,6860
20912,1521,6860
20913,1520,6860
20914,1521,6860
4706,1520,6861
4707,1521,6861
20947,1520,6861
20948,1521,6861
20949,1520,6861
20950,1521,6861
20915,1520,6861
20916,1521,6861
20917,1520,6861
20918,1521,6861
20919,1520,6861
20920,1521,6861
20921,1520,6861
20922,1521,6861
20923,1520,6861
20924,1521,6861
20925,1520,6861
20926,1521,6861
20927,1520,6861
20928,1521,6861
20929,1520,6861
20930,1521,6861
20931,1520,6861
20932,1521,6861
20933,1520,6861
20934,1521,6861
20935,1520,6861
20936,1521,6861
20937,1520,6861
20938,1521,6861
20939,1520,6861
20940,1521,6861
20941,1520,6861
20942,1521,6861
20943,1520,6861
20944,1521,6861
20945,1520,6861
20946,1521,6861
4708,1520,6862
4709,1521,6862
20951,1520,6862
20952,1521,6862
20953,1520,6862
20954,1521,6862
20955,1520,6862
20956,1521,6862
20957,1520,6862
20958,1521,6862
20959,1520,6862
20960,1521,6862
20961,1520,6862
20962,1521,6862
20963,1520,6862
20964,1521,6862
20965,1520,6862
20966,1521,6862
20967,1520,6862
20968,1521,6862
20969,1520,6862
20970,1521,6862
20971,1520,6862
20972,1521,6862
20973,1520,6862
20974,1521,6862
20975,1520,6862
20976,1521,6862
20977,1520,6862
20978,1521,6862
20979,1520,6862
20980,1521,6862
20981,1520,6862
20982,1521,6862
20983,1520,6862
20984,1521,6862
20985,1520,6862
20986,1521,6862
20987,1520,6862
20988,1521,6862
20989,1520,6862
20990,1521,6862
20991,1520,6862
20992,1521,6862
20993,1520,6862
20994,1521,6862
20995,1520,6862
20996,1521,6862
20997,1520,6862
20998,1521,6862
20999,1520,6862
21000,1521,6862
21001,1520,6862
21002,1521,6862
21003,1520,6862
21004,1521,6862
21005,1520,6862
21006,1521,6862
21007,1520,6862
21008,1521,6862
4710,1520,6863
4711,1521,6863
4712,1520,6864
4713,1521,6864
21009,1520,6864
21010,1521,6864
21011,1520,6864
21012,1521,6864
21013,1520,6864
21014,1521,6864
21015,1520,6864
21016,1521,6864
21017,1520,6864
21018,1521,6864
21019,1520,6864
21020,1521,6864
21021,1520,6864
21022,1521,6864
4714,1520,6865
4715,1521,6865
21023,1520,6865
21024,1521,6865
21025,1520,6865
21026,1521,6865
21027,1520,6865
21028,1521,6865
21029,1520,6865
21030,1521,6865
21031,1520,6865
21032,1521,6865
21033,1520,6865
21034,1521,6865
21035,1520,6865
21036,1521,6865
21037,1520,6865
21038,1521,6865
21039,1520,6865
21040,1521,6865
21041,1520,6865
21042,1521,6865
21043,1520,6865
21044,1521,6865
21045,1520,6865
21046,1521,6865
21047,1520,6865
21048,1521,6865
21049,1520,6865
21050,1521,6865
21051,1520,6865
21052,1521,6865
21053,1520,6865
21054,1521,6865
21055,1520,6865
21056,1521,6865
4716,1520,6866
4717,1521,6866
21057,1520,6866
21058,1521,6866
21059,1520,6866
21060,1521,6866
21061,1520,6866
21062,1521,6866
21063,1520,6866
21064,1521,6866
21065,1520,6866
21066,1521,6866
21067,1520,6866
21068,1521,6866
21069,1520,6866
21070,1521,6866
21071,1520,6866
21072,1521,6866
21073,1520,6866
21074,1521,6866
21075,1520,6866
21076,1521,6866
21077,1520,6866
21078,1521,6866
34746,1525,6895
21079,1525,6895
21080,1525,6895
4719,1525,6896
4720,1525,6897
21084,1525,6897
21085,1525,6897
21086,1525,6897
21082,1525,6897
21083,1525,6897
21081,1525,6897
44331,1525,6898
3701,1525,6899
15566,1525,6899
5451,1525,6900
5452,1520,6901
5453,1521,6901
21874,1520,6901
21875,1521,6901
83207,1520,6903
83208,1521,6903
3605,1520,6903
83206,1521,6903
15279,1520,6903
15280,1521,6903
15281,1520,6903
15282,1521,6903
83210,1520,6903
3608,1520,6905
88482,1521,6905
15290,1520,6905
15291,1521,6905
15292,1520,6905
15283,1520,6905
15284,1521,6905
15285,1520,6905
15286,1521,6905
88481,1520,6905
3609,1520,6906
3610,1521,6906
15296,1520,6906
15297,1521,6906
3611,1520,6907
3612,1521,6907
15298,1520,6907
15299,1521,6907
15300,1520,6907
15301,1521,6907
15302,1520,6907
15303,1521,6907
3613,1520,6908
3614,1521,6908
15304,1520,6908
15305,1521,6908
15306,1520,6908
15307,1521,6908
3617,1525,6910
3618,1525,6911
15310,1525,6911
15311,1525,6911
15312,1525,6911
3619,1525,6912
15319,1525,6912
15320,1525,6912
15321,1525,6912
15313,1525,6912
15314,1525,6912
15315,1525,6912
15316,1525,6912
15317,1525,6912
15318,1525,6912
15322,1525,6912
15323,1525,6912
15324,1525,6912
15325,1525,6912
3620,1525,6913
15326,1525,6913
15327,1525,6913
3621,1520,6915
3622,1521,6915
15328,1520,6915
15329,1520,6915
15330,1521,6915
15331,1520,6915
3623,1520,6916
3624,1521,6916
15332,1520,6916
15333,1521,6916
15334,1520,6916
15335,1520,6916
15336,1520,6916
15337,1520,6916
15338,1521,6916
15339,1520,6916
15340,1520,6916
15341,1520,6916
15342,1521,6916
15343,1520,6916
15344,1521,6916
15345,1520,6916
15346,1521,6916
15347,1520,6916
15348,1521,6916
15349,1520,6916
15350,1521,6916
15351,1520,6916
15352,1521,6916
15353,1520,6916
3627,1520,6918
3628,1521,6918
15362,1520,6918
15363,1521,6918
15364,1520,6918
3629,1520,6919
3630,1521,6919
3631,1520,6920
3632,1521,6920
46805,1520,6921
46806,1521,6921
15365,1520,6921
15366,1521,6921
15367,1520,6921
15368,1521,6921
3637,1520,6923
3638,1521,6923
15375,1520,6923
15376,1521,6923
15377,1520,6923
15378,1521,6923
3639,1520,6924
3640,1521,6924
15379,1520,6924
15380,1521,6924
15381,1520,6924
15382,1521,6924
15383,1520,6924
15384,1521,6924
15385,1520,6924
15386,1520,6924
15387,1521,6924
15388,1520,6924
15389,1521,6924
15390,1520,6924
15391,1521,6924
15392,1520,6924
15393,1521,6924
15394,1520,6924
15395,1521,6924
15396,1520,6924
15397,1521,6924
15398,1520,6924
15399,1520,6924
15400,1521,6924
15401,1520,6924
15402,1521,6924
3641,1520,6925
3642,1521,6925
15403,1520,6925
15404,1521,6925
15405,1520,6925
15406,1521,6925
15407,1520,6925
15408,1521,6925
15409,1520,6925
15410,1521,6925
15411,1520,6925
15412,1521,6925
15413,1520,6925
15414,1521,6925
15415,1520,6925
15416,1521,6925
15417,1520,6925
15418,1521,6925
15419,1520,6925
15420,1521,6925
15421,1520,6925
15422,1521,6925
15423,1520,6925
15424,1521,6925
15425,1520,6925
15426,1521,6925
15427,1520,6925
15428,1521,6925
15429,1520,6925
15430,1521,6925
15431,1520,6925
15432,1521,6925
15433,1520,6925
15434,1521,6925
15435,1520,6925
15436,1521,6925
15437,1520,6925
15438,1520,6925
15439,1520,6925
46803,1520,6926
46804,1521,6926
15440,1520,6926
15441,1520,6926
15442,1520,6926
15443,1521,6926
2680,1520,6927
2681,1521,6927
14591,1520,6927
14592,1521,6927
14593,1520,6927
14594,1521,6927
14595,1520,6927
14596,1521,6927
14597,1520,6927
14598,1521,6927
14599,1520,6927
14600,1521,6927
14601,1520,6927
14602,1521,6927
14603,1520,6927
14604,1521,6927
14605,1520,6927
14606,1520,6927
14607,1520,6927
14608,1521,6927
14609,1520,6927
14610,1521,6927
14611,1520,6927
14612,1521,6927
14613,1520,6927
14614,1521,6927
14615,1520,6927
14616,1521,6927
14617,1520,6927
14618,1521,6927
14619,1520,6927
14620,1521,6927
14621,1520,6927
14622,1521,6927
14623,1520,6927
14624,1521,6927
3645,1520,6928
3646,1521,6928
3651,1520,6931
3652,1521,6931
15480,1520,6931
15481,1521,6931
15482,1520,6931
15483,1521,6931
15484,1520,6931
15485,1521,6931
15486,1520,6931
15487,1521,6931
3653,1525,6932
3656,1525,6935
15489,1525,6935
15490,1525,6935
15491,1525,6935
15492,1525,6935
15493,1525,6935
15494,1525,6935
15495,1525,6935
3657,1525,6936
15496,1525,6936
15497,1525,6936
15498,1525,6936
3658,1525,6937
3659,1520,6938
3660,1521,6938
15499,1520,6938
15500,1521,6938
83567,1520,6939
83568,1521,6939
3661,1520,6939
3662,1521,6939
15501,1520,6939
15502,1521,6939
15503,1520,6939
15504,1521,6939
83563,1520,6939
83564,1521,6939
83565,1520,6939
83566,1521,6939
3663,1520,6940
3664,1521,6940
15505,1520,6940
15506,1521,6940
15507,1520,6940
15508,1521,6940
15509,1520,6940
15510,1521,6940
3665,1520,6941
3666,1521,6941
15511,1520,6941
15512,1521,6941
15513,1520,6941
15514,1521,6941
3671,1520,6944
3672,1521,6944
3673,1520,6945
3674,1521,6945
3675,1520,6946
3676,1521,6946
15521,1520,6946
15522,1521,6946
15523,1520,6946
15524,1521,6946
15525,1520,6946
15526,1521,6946
15527,1520,6946
15528,1521,6946
3677,1520,6947
3678,1521,6947
3679,1520,6948
3680,1521,6948
15529,1520,6948
15530,1521,6948
15531,1520,6948
15532,1521,6948
15533,1520,6948
15534,1521,6948
15535,1520,6948
15536,1521,6948
15537,1520,6948
15538,1521,6948
30669,1520,6950
30670,1521,6950
15545,1520,6950
15546,1521,6950
15547,1520,6950
15548,1521,6950
15549,1520,6950
15550,1520,6950
15551,1521,6950
15552,1520,6950
15553,1521,6950
15554,1520,6950
15555,1521,6950
15556,1520,6950
15557,1521,6950
5397,1520,7006
5398,1521,7006
21766,1520,7006
21767,1521,7006
21768,1520,7006
21769,1521,7006
71652,1525,7114
21775,1525,7114
71653,1525,7115
21776,1525,7115
21777,1525,7115
21778,1525,7115
21779,1525,7115
71632,1525,7116
21780,1525,7116
5417,1525,7132
21781,1525,7132
21782,1525,7132
21783,1525,7132
21784,1525,7132
21785,1525,7132
21786,1525,7132
21787,1525,7132
21788,1525,7132
21789,1525,7132
21790,1525,7132
21791,1525,7132
5418,1520,7133
5419,1521,7133
21792,1520,7133
21793,1521,7133
21794,1520,7133
21795,1521,7133
21796,1520,7133
21797,1521,7133
5420,1520,7135
5421,1521,7135
21798,1520,7135
21799,1521,7135
21800,1520,7135
21801,1521,7135
5422,1520,7138
5423,1521,7138
21802,1520,7138
21803,1521,7138
21804,1520,7138
21805,1521,7138
52061,1525,7140
21818,1525,7140
21819,1525,7140
21820,1525,7140
21821,1525,7140
21822,1525,7140
21823,1525,7140
21824,1525,7140
21825,1525,7140
21826,1525,7140
21827,1525,7140
21828,1525,7140
21829,1525,7140
21806,1525,7140
21807,1525,7140
21808,1525,7140
21809,1525,7140
21810,1525,7140
21811,1525,7140
21812,1525,7140
21813,1525,7140
21814,1525,7140
21815,1525,7140
21816,1525,7140
21817,1525,7140
21830,1525,7140
21831,1525,7140
21832,1525,7140
21833,1525,7140
21834,1525,7140
21835,1525,7140
21836,1525,7140
21837,1525,7140
34461,1525,7140
34462,1525,7140
34463,1525,7140
52009,1525,7140
62725,1525,7140
62726,1525,7140
62727,1525,7140
62728,1525,7140
62729,1525,7140
62730,1525,7140
62731,1525,7140
62732,1525,7140
62733,1525,7140
62734,1525,7140
62735,1525,7140
5425,1525,7141
21838,1525,7141
21839,1525,7141
21840,1525,7141
21841,1525,7141
5426,1525,7142
21842,1525,7142
5427,1525,7143
21843,1525,7143
5428,1525,7144
5429,1525,7145
21844,1525,7145
5430,1525,7146
21845,1525,7146
55539,1520,7148
55540,1521,7148
55541,1520,7148
55542,1521,7148
55543,1520,7148
55544,1521,7148
55545,1520,7148
55546,1521,7148
55547,1520,7148
55548,1521,7148
55549,1520,7148
55550,1521,7148
55551,1520,7148
55552,1521,7148
46534,1525,7149
21851,1525,7149
21852,1525,7149
21853,1525,7149
21854,1525,7149
39043,1525,7149
39044,1525,7149
39045,1525,7149
39046,1525,7149
39047,1525,7149
39131,1525,7149
39049,1525,7149
39050,1525,7149
39051,1525,7149
39130,1525,7149
39053,1525,7149
39054,1525,7149
39055,1525,7149
39056,1525,7149
39057,1525,7149
39058,1525,7149
39132,1525,7149
39060,1525,7149
39061,1525,7149
39062,1525,7149
39063,1525,7149
39064,1525,7149
39065,1525,7149
39066,1525,7149
39135,1525,7149
39133,1525,7149
39134,1525,7149
39136,1525,7149
39138,1525,7149
39139,1525,7149
39137,1525,7149
39140,1525,7149
39141,1525,7149
39142,1525,7149
39143,1525,7149
39081,1525,7149
46526,1525,7149
46527,1525,7149
5435,1520,7150
5436,1521,7150
21855,1520,7150
21856,1521,7150
21857,1520,7150
21858,1521,7150
21859,1520,7150
21860,1521,7150
21861,1520,7150
21862,1521,7150
21863,1520,7150
21864,1521,7150
21865,1520,7150
21866,1520,7150
21867,1520,7150
5437,1525,7151
5438,1525,7152
5439,1525,7153
5440,1525,7154
21868,1525,7154
21869,1525,7154
5441,1525,7156
21870,1525,7156
21871,1525,7156
5442,1525,7157
21872,1525,7157
21873,1525,7157
5443,1525,7158
5445,1525,7160
5446,1525,7161
5447,1525,7162
24082,1520,7163
24083,1521,7163
5360,1520,7164
5361,1521,7164
5285,1520,7166
5286,1521,7166
21702,1520,7166
21703,1521,7166
5287,1520,7167
5288,1521,7167
5291,1520,7169
5292,1521,7169
5293,1520,7170
5294,1521,7170
5297,1520,7172
5298,1521,7172
5299,1520,7173
5300,1521,7173
5301,1520,7174
5302,1521,7174
5305,1520,7176
5306,1521,7176
24086,1520,7177
24087,1521,7177
5309,1520,7178
5310,1521,7178
5311,1520,7179
5312,1521,7179
5313,1520,7180
5314,1521,7180
5315,1520,7181
5316,1521,7181
5317,1520,7182
5318,1521,7182
5319,1520,7183
5320,1521,7183
5321,1520,7184
5322,1521,7184
5323,1520,7185
5324,1521,7185
5325,1520,7186
5326,1521,7186
5327,1520,7187
5328,1521,7187
5329,1520,7188
5330,1521,7188
5331,1520,7189
5332,1521,7189
5333,1520,7190
5334,1521,7190
5335,1520,7191
5336,1521,7191
5337,1520,7192
5338,1521,7192
5339,1520,7193
5340,1521,7193
5341,1520,7194
5342,1521,7194
5343,1520,7195
5344,1521,7195
5345,1520,7196
5346,1521,7196
5347,1520,7197
5348,1521,7197
5349,1520,7198
5350,1521,7198
5351,1525,7199
21704,1525,7199
21705,1525,7199
21706,1525,7199
21707,1525,7199
21708,1525,7199
21709,1525,7199
21710,1525,7199
21711,1525,7199
21712,1525,7199
21713,1525,7199
21714,1525,7199
21715,1525,7199
21716,1525,7199
21717,1525,7199
21718,1525,7199
21719,1525,7199
21720,1525,7199
21721,1525,7199
21722,1525,7199
21723,1525,7199
21724,1525,7199
21725,1525,7199
21726,1525,7199
21727,1525,7199
21728,1525,7199
21729,1525,7199
21730,1525,7199
21731,1525,7199
71631,1525,7200
21732,1525,7200
5353,1525,7201
21733,1525,7201
21734,1525,7201
21735,1525,7201
21736,1525,7201
5356,1520,7203
5357,1521,7203
21743,1520,7203
21744,1521,7203
5358,1520,7204
5359,1521,7204
21745,1520,7204
21746,1521,7204
5198,1520,7205
5199,1521,7205
21581,1520,7205
21582,1521,7205
21579,1520,7205
21580,1521,7205
5202,1520,7207
5203,1521,7207
21587,1520,7207
21588,1521,7207
5204,1520,7208
5205,1521,7208
21589,1520,7208
21590,1521,7208
5206,1520,7209
5207,1521,7209
21593,1520,7209
21594,1521,7209
21595,1520,7209
21596,1521,7209
21597,1520,7209
21598,1521,7209
21599,1520,7209
21600,1521,7209
21601,1520,7209
21602,1521,7209
21603,1520,7209
21604,1521,7209
21591,1520,7209
21592,1521,7209
5208,1520,7210
5209,1521,7210
21605,1520,7210
21606,1521,7210
21607,1520,7210
21608,1521,7210
21609,1520,7210
21610,1521,7210
21611,1520,7210
21612,1521,7210
5210,1520,7211
5211,1521,7211
5212,1520,7212
5213,1521,7212
5214,1520,7213
5215,1521,7213
5216,1520,7214
5217,1521,7214
5218,1520,7215
5219,1521,7215
5220,1520,7216
5221,1521,7216
5222,1520,7217
5223,1521,7217
5224,1525,7219
21613,1525,7219
5225,1520,7220
5226,1521,7220
21614,1520,7220
21615,1521,7220
5227,1520,7221
5228,1521,7221
21616,1520,7221
21617,1521,7221
21618,1520,7221
21619,1521,7221
21620,1520,7221
21621,1521,7221
21622,1520,7221
21623,1521,7221
21624,1520,7221
21625,1521,7221
