ID,FeatureTypeID,ParentRef,FeatureVersionID,ReliabilityID
12938,8,15653,9792,1560
13985,125,15653,11728,1560
173373,25,15653,223373,1
12927,8,15654,9781,1560
12928,9,15654,9782,1560
12930,11,15654,9784,1560
12931,10,15654,9785,1560
173375,25,15654,223375,1
173376,25,15654,223376,1
12932,8,15655,9786,1560
12933,9,15655,9787,1560
12935,11,15655,9789,1560
12936,10,15655,9790,1560
173378,25,15655,223378,1
27649,504,15656,25388,1
34947,626,15656,32686,1
173380,25,15656,223380,1
315656,26,15656,415656,1
12939,10,15657,9793,1560
27660,504,15657,25399,1
34948,626,15657,32687,1
173382,25,15657,223382,1
315657,26,15657,415657,1
13189,10,15659,10043,1560
27667,504,15659,25406,1
34939,626,15659,32678,1
173387,25,15659,223387,1
315659,26,15659,415659,1
13190,10,15660,10044,1560
27665,504,15660,25404,1
34940,626,15660,32679,1
173390,25,15660,223390,1
315660,26,15660,415660,1
173392,25,15661,223392,1
12941,8,15662,9795,1560
12974,9,15662,9828,1560
173456,25,15662,223456,1
12942,8,15663,9796,1560
12973,9,15663,9827,1560
173455,25,15663,223455,1
173409,25,15664,223409,1
173410,25,15664,223410,1
12944,8,15665,9798,1560
12945,9,15665,9799,1560
173399,25,15665,223399,1
27644,504,15666,25383,1
34970,626,15666,32709,1
173401,25,15666,223401,1
12946,9,15667,9800,1560
12947,8,15667,9801,1560
27676,504,15667,25415,1
34958,626,15667,32697,1
173402,25,15667,223402,1
12948,8,15668,9802,1560
12949,8,15668,9803,1560
27653,504,15668,25392,1
34959,626,15668,32698,1
173403,25,15668,223403,1
12955,8,15672,9809,1560
173408,25,15672,223408,1
173412,25,15673,223412,1
173413,25,15673,223413,1
173414,25,15673,223414,1
173416,25,15673,223416,1
173418,25,15674,223418,1
173420,25,15675,223420,1
173421,25,15675,223421,1
173423,25,15676,223423,1
12956,8,15677,9810,1560
12957,9,15677,9811,1560
173432,25,15677,223432,1
12958,8,15678,9812,1560
12959,9,15678,9813,1560
173425,25,15678,223425,1
12960,8,15685,9814,1560
12961,9,15685,9815,1560
173434,25,15685,223434,1
12962,8,15687,9816,1560
173437,25,15687,223437,1
12963,8,15688,9817,1560
12964,9,15688,9818,1560
173439,25,15688,223439,1
173449,25,15691,223449,1
12967,8,15692,9821,1560
12968,9,15692,9822,1560
173451,25,15692,223451,1
173452,25,15692,223452,1
12969,8,15693,9823,1560
12970,9,15693,9824,1560
12971,10,15693,9825,1560
12972,11,15693,9826,1560
173454,25,15693,223454,1
13806,125,15694,11549,1560
173458,25,15694,223458,1
19105,125,15695,16844,1
173460,25,15695,223460,1
19106,125,15696,16845,1
173462,25,15696,223462,1
19107,125,15697,16846,1
173464,25,15697,223464,1
173468,25,15699,223468,1
12975,8,15700,9829,1560
12976,11,15700,9830,1560
12977,9,15700,9831,1560
12978,10,15700,9832,1560
173470,25,15700,223470,1
12979,8,15701,9833,1560
12980,9,15701,9834,1560
173471,25,15701,223471,1
13343,8,15705,10197,1560
13344,9,15705,10198,1560
173475,25,15705,223475,1
14398,14,15708,12137,1560
173487,25,15708,223487,1
174156,25,15708,224156,1
173488,25,15709,223488,1
173489,25,15710,223489,1
173490,25,15711,223490,1
173486,25,15712,223486,1
173496,25,15714,223496,1
174158,25,15714,224158,1
173492,25,15715,223492,1
13008,8,15717,9862,1560
13009,9,15717,9863,1560
173497,25,15717,223497,1
13010,8,15718,9864,1560
173498,25,15718,223498,1
315718,26,15718,415718,1
13174,8,15719,10028,1560
14072,125,15719,11815,1560
173499,25,15719,223499,1
14323,125,15720,12066,1560
173686,25,15720,223686,1
13160,2,15725,10014,1560
13161,3,15725,10015,1560
15741,24,15725,13480,1560
19226,125,15725,16965,1
29998,24,15725,27737,1
32479,24,15725,30218,1
173505,25,15725,223505,1
13164,2,15727,10018,1560
13165,3,15727,10019,1560
15742,24,15727,13481,1560
19256,125,15727,16995,1
173507,25,15727,223507,1
13166,2,15729,10020,1560
13167,3,15729,10021,1560
15740,24,15729,13479,1560
19210,125,15729,16949,1
29997,24,15729,27736,1
173509,25,15729,223509,1
19065,125,15731,16804,1
175765,25,15731,225765,1
175766,25,15731,225766,1
19064,125,15732,16803,1
176016,25,15732,226016,1
176017,25,15732,226017,1
19066,125,15733,16805,1
175768,25,15733,225768,1
175769,25,15733,225769,1
175770,25,15733,225770,1
19067,125,15734,16806,1
175772,25,15734,225772,1
175773,25,15734,225773,1
19068,125,15735,16807,1
175786,25,15735,225786,1
175787,25,15735,225787,1
175788,25,15735,225788,1
19069,125,15736,16808,1
175775,25,15736,225775,1
175777,25,15736,225777,1
19070,125,15737,16809,1
175779,25,15737,225779,1
175780,25,15737,225780,1
19071,125,15738,16810,1
175782,25,15738,225782,1
175783,25,15738,225783,1
175784,25,15738,225784,1
13038,47,15740,9892,1560
13039,50,15740,9893,1560
13040,45,15740,9894,1560
13041,44,15740,9895,1560
13042,48,15740,9896,1560
173535,25,15740,223535,1
13043,47,15741,9897,1560
13044,50,15741,9898,1560
13045,45,15741,9899,1560
13046,44,15741,9900,1560
13047,48,15741,9901,1560
173536,25,15741,223536,1
13048,47,15742,9902,1560
13049,50,15742,9903,1560
13050,45,15742,9904,1560
13051,44,15742,9905,1560
13052,48,15742,9906,1560
173537,25,15742,223537,1
13053,47,15743,9907,1560
13054,50,15743,9908,1560
13056,45,15743,9910,1560
13057,44,15743,9911,1560
13058,48,15743,9912,1560
173538,25,15743,223538,1
13059,47,15744,9913,1560
13060,50,15744,9914,1560
13061,45,15744,9915,1560
13062,44,15744,9916,1560
13063,48,15744,9917,1560
173539,25,15744,223539,1
13064,47,15745,9918,1560
13065,50,15745,9919,1560
13066,45,15745,9920,1560
13067,44,15745,9921,1560
13068,48,15745,9922,1560
173540,25,15745,223540,1
13069,47,15746,9923,1560
13070,50,15746,9924,1560
13071,45,15746,9925,1560
13072,44,15746,9926,1560
13073,48,15746,9927,1560
173541,25,15746,223541,1
13074,47,15747,9928,1560
13075,50,15747,9929,1560
13076,45,15747,9930,1560
13077,44,15747,9931,1560
13078,48,15747,9932,1560
173542,25,15747,223542,1
13079,47,15748,9933,1560
13080,50,15748,9934,1560
13081,45,15748,9935,1560
13082,44,15748,9936,1560
13083,48,15748,9937,1560
173543,25,15748,223543,1
13084,47,15749,9938,1560
13085,50,15749,9939,1560
13086,45,15749,9940,1560
13087,44,15749,9941,1560
13088,48,15749,9942,1560
173544,25,15749,223544,1
13090,47,15751,9944,1560
13091,50,15751,9945,1560
13092,45,15751,9946,1560
13093,44,15751,9947,1560
13094,48,15751,9948,1560
173568,25,15751,223568,1
13095,47,15752,9949,1560
13096,50,15752,9950,1560
13097,45,15752,9951,1560
13098,44,15752,9952,1560
13099,48,15752,9953,1560
173569,25,15752,223569,1
13100,47,15753,9954,1560
13101,50,15753,9955,1560
13102,45,15753,9956,1560
13103,44,15753,9957,1560
13104,48,15753,9958,1560
173571,25,15753,223571,1
13107,47,15754,9961,1560
13108,50,15754,9962,1560
13109,45,15754,9963,1560
13110,48,15754,9964,1560
173574,25,15754,223574,1
13111,47,15755,9965,1560
13112,50,15755,9966,1560
13113,45,15755,9967,1560
13114,48,15755,9968,1560
173576,25,15755,223576,1
13115,47,15756,9969,1560
13116,50,15756,9970,1560
13117,45,15756,9971,1560
13118,48,15756,9972,1560
173577,25,15756,223577,1
13119,47,15757,9973,1560
13120,50,15757,9974,1560
13121,45,15757,9975,1560
13122,48,15757,9976,1560
173578,25,15757,223578,1
13123,47,15758,9977,1560
13124,50,15758,9978,1560
13125,45,15758,9979,1560
13126,48,15758,9980,1560
173579,25,15758,223579,1
13127,47,15759,9981,1560
13128,50,15759,9982,1560
13129,45,15759,9983,1560
13130,48,15759,9984,1560
173581,25,15759,223581,1
13131,47,15760,9985,1560
13132,50,15760,9986,1560
13133,45,15760,9987,1560
13134,48,15760,9988,1560
173583,25,15760,223583,1
13135,47,15761,9989,1560
13136,50,15761,9990,1560
13137,45,15761,9991,1560
13138,48,15761,9992,1560
173584,25,15761,223584,1
13139,47,15762,9993,1560
13140,50,15762,9994,1560
13141,45,15762,9995,1560
13142,48,15762,9996,1560
173585,25,15762,223585,1
13143,47,15763,9997,1560
13144,50,15763,9998,1560
13145,45,15763,9999,1560
13146,48,15763,10000,1560
173586,25,15763,223586,1
13147,14,15764,10001,1560
13148,14,15764,10002,1560
14227,125,15764,11970,1560
173590,25,15764,223590,1
173597,25,15764,223597,1
173598,25,15764,223598,1
173599,25,15764,223599,1
173600,25,15764,223600,1
173601,25,15764,223601,1
13170,14,15765,10024,1560
14301,125,15765,12044,1560
173604,25,15765,223604,1
13171,14,15766,10025,1560
13827,125,15766,11570,1560
173605,25,15766,223605,1
173609,25,15768,223609,1
13175,8,15769,10029,1560
13176,9,15769,10030,1560
27680,504,15769,25419,1
34960,626,15769,32699,1
173610,25,15769,223610,1
13177,8,15770,10031,1560
13178,9,15770,10032,1560
27710,504,15770,25449,1
34961,626,15770,32700,1
173611,25,15770,223611,1
13179,8,15771,10033,1560
13180,9,15771,10034,1560
27675,504,15771,25414,1
34962,626,15771,32701,1
179664,25,15771,229664,1
315771,26,15771,415771,1
13191,10,15775,10045,1560
27674,504,15775,25413,1
34941,626,15775,32680,1
173634,25,15775,223634,1
315775,26,15775,415775,1
13200,8,15782,10054,1560
13201,9,15782,10055,1560
13206,9,15782,10060,1560
173659,25,15782,223659,1
13202,8,15783,10056,1560
13203,9,15783,10057,1560
173660,25,15783,223660,1
13204,8,15784,10058,1560
13205,9,15784,10059,1560
173661,25,15784,223661,1
13207,8,15785,10061,1560
13208,9,15785,10062,1560
173663,25,15785,223663,1
13209,8,15786,10063,1560
13210,9,15786,10064,1560
173664,25,15786,223664,1
13262,8,15787,10116,1560
27677,504,15787,25416,1
34949,626,15787,32688,1
173665,25,15787,223665,1
315787,26,15787,415787,1
13211,9,15788,10065,1560
13212,8,15788,10066,1560
13213,8,15788,10067,1560
173667,25,15788,223667,1
13257,8,15801,10111,1560
13258,10,15801,10112,1560
173682,25,15801,223682,1
15719,8,15804,13458,1
15720,9,15804,13459,1
173688,25,15804,223688,1
173691,25,15806,223691,1
173740,25,15830,223740,1
173741,25,15830,223741,1
13301,8,15831,10155,1560
173743,25,15831,223743,1
13302,8,15832,10156,1560
13304,9,15832,10158,1560
13305,10,15832,10159,1560
173744,25,15832,223744,1
13311,8,15835,10165,1560
13312,9,15835,10166,1560
173753,25,15835,223753,1
13306,8,15836,10160,1561
13308,9,15836,10162,1560
13309,11,15836,10163,1560
13310,10,15836,10164,1560
173752,25,15836,223752,1
173757,25,15838,223757,1
13364,10,15840,10218,1560
13365,9,15840,10219,1560
13366,8,15840,10220,1560
173761,25,15840,223761,1
173762,25,15840,223762,1
173838,25,15840,223838,1
13319,8,15842,10173,1560
13320,11,15842,10174,1560
13321,10,15842,10175,1560
13322,9,15842,10176,1560
173768,25,15842,223768,1
13323,8,15843,10177,1560
13324,9,15843,10178,1560
13325,10,15843,10179,1560
173770,25,15843,223770,1
13326,8,15844,10180,1560
13327,10,15844,10181,1560
13328,9,15844,10182,1560
173774,25,15844,223774,1
173776,25,15846,223776,1
173778,25,15847,223778,1
173788,25,15852,223788,1
19108,125,15853,16847,1
173807,25,15853,223807,1
173808,25,15853,223808,1
173791,25,15854,223791,1
13331,8,15855,10185,1560
13332,9,15855,10186,1560
13333,10,15855,10187,1560
13334,11,15855,10188,1560
173793,25,15855,223793,1
173794,25,15855,223794,1
173795,25,15855,223795,1
173822,25,15855,223822,1
173799,25,15857,223799,1
13463,3,15859,10317,1560
13465,1,15859,10319,1560
19234,125,15859,16973,1
173801,25,15859,223801,1
13345,11,15860,10199,1560
13346,9,15860,10200,1560
13347,8,15860,10201,1560
173803,25,15860,223803,1
173809,25,15860,223809,1
173810,25,15860,223810,1
13348,8,15861,10202,1560
13349,11,15861,10203,1560
13362,9,15861,10216,1560
173805,25,15861,223805,1
173823,25,15861,223823,1
13350,8,15862,10204,1560
13351,9,15862,10205,1560
13354,9,15862,10208,1560
13355,11,15862,10209,1560
13356,10,15862,10210,1560
173824,25,15862,223824,1
174209,25,15862,224209,1
174289,25,15862,224289,1
13358,10,15863,10212,1560
13359,11,15863,10213,1560
13360,8,15863,10214,1560
13361,9,15863,10215,1560
173813,25,15863,223813,1
173815,25,15864,223815,1
173817,25,15864,223817,1
173818,25,15864,223818,1
173820,25,15864,223820,1
173827,25,15865,223827,1
173829,25,15866,223829,1
173831,25,15867,223831,1
173833,25,15868,223833,1
173835,25,15869,223835,1
173840,25,15871,223840,1
13373,8,15879,10227,1560
13375,9,15879,10229,1560
173859,25,15879,223859,1
13386,8,15880,10240,1560
13387,9,15880,10241,1560
173860,25,15880,223860,1
13380,8,15881,10234,1560
13381,9,15881,10235,1560
173861,25,15881,223861,1
13382,8,15882,10236,1560
13383,9,15882,10237,1560
173862,25,15882,223862,1
13389,8,15885,10243,1560
13390,9,15885,10244,1560
173867,25,15885,223867,1
13392,8,15886,10246,1560
13394,9,15886,10248,1560
173868,25,15886,223868,1
13395,8,15888,10249,1560
13397,9,15888,10251,1560
173871,25,15888,223871,1
13401,8,15889,10255,1560
13402,9,15889,10256,1560
13403,10,15889,10257,1560
13404,11,15889,10258,1560
173872,25,15889,223872,1
13406,8,15890,10260,1560
13407,9,15890,10261,1560
173873,25,15890,223873,1
13409,9,15891,10263,1560
13410,8,15891,10264,1560
173874,25,15891,223874,1
13412,8,15892,10266,1560
13413,9,15892,10267,1560
57800,10,15892,55479,1
57801,10,15892,55480,1
57802,11,15892,55481,1
57803,11,15892,55482,1
57804,224,15892,55483,1
210406,25,15892,260406,1
13414,8,15893,10268,1560
13415,9,15893,10269,1560
173876,25,15893,223876,1
13418,8,15894,10272,1560
13419,9,15894,10273,1560
173877,25,15894,223877,1
13420,8,15895,10274,1560
13421,9,15895,10275,1560
173878,25,15895,223878,1
13422,8,15896,10276,1560
13423,9,15896,10277,1560
173879,25,15896,223879,1
13424,8,15897,10278,1560
13425,9,15897,10279,1560
173880,25,15897,223880,1
13426,8,15898,10280,1560
13427,9,15898,10281,1560
173881,25,15898,223881,1
13430,8,15900,10284,1560
13431,9,15900,10285,1560
173883,25,15900,223883,1
13432,8,15901,10286,1560
13433,9,15901,10287,1560
173884,25,15901,223884,1
13443,3,15902,10297,1560
13445,2,15902,10299,1560
19216,125,15902,16955,1
173889,25,15902,223889,1
13447,2,15903,10301,1560
13448,3,15903,10302,1560
19222,125,15903,16961,1
173890,25,15903,223890,1
13451,2,15904,10305,1560
13452,1,15904,10306,1560
13453,3,15904,10307,1560
13461,4,15904,10315,1560
19221,125,15904,16960,1
30000,24,15904,27739,1
173891,25,15904,223891,1
13454,2,15905,10308,1560
13455,3,15905,10309,1560
13460,4,15905,10314,1560
19224,125,15905,16963,1
173892,25,15905,223892,1
13457,2,15906,10311,1560
13458,1,15906,10312,1560
13459,3,15906,10313,1560
13508,4,15906,10362,1560
19220,125,15906,16959,1
29999,24,15906,27738,1
173893,25,15906,223893,1
13462,1,15907,10316,1560
13466,3,15907,10320,1560
13467,2,15907,10321,1560
19209,125,15907,16948,1
173894,25,15907,223894,1
13468,3,15908,10322,1560
13469,2,15908,10323,1560
19262,125,15908,17001,1
173895,25,15908,223895,1
13765,125,15909,11508,1560
173897,25,15909,223897,1
173898,25,15909,223898,1
14175,125,15910,11918,1560
173900,25,15910,223900,1
13486,8,15911,10340,1560
13487,9,15911,10341,1560
13744,125,15911,11487,1560
173901,25,15911,223901,1
14092,125,15912,11835,1560
173903,25,15912,223903,1
173904,25,15912,223904,1
13488,8,15913,10342,1560
13489,9,15913,10343,1560
13490,10,15913,10344,1560
13491,11,15913,10345,1560
173906,25,15913,223906,1
13873,125,15914,11616,1560
173909,25,15914,223909,1
13492,8,15917,10346,1560
13493,8,15917,10347,1560
13494,8,15917,10348,1560
13495,8,15917,10349,1560
13496,8,15917,10350,1560
13497,8,15917,10351,1560
13498,10,15917,10352,1560
13499,9,15917,10353,1560
173913,25,15917,223913,1
173914,25,15917,223914,1
173919,25,15918,223919,1
27697,504,15922,25436,1
34950,626,15922,32689,1
173926,25,15922,223926,1
173927,25,15922,223927,1
13506,8,15923,10360,1560
13507,10,15923,10361,1560
27646,504,15923,25385,1
34951,626,15923,32690,1
173928,25,15923,223928,1
173950,25,15943,223950,1
13525,10,15945,10379,1560
13526,8,15945,10380,1560
13527,8,15945,10381,1560
13528,8,15945,10382,1560
13529,8,15945,10383,1560
13530,8,15945,10384,1560
173954,25,15945,223954,1
14044,125,15948,11787,1560
173961,25,15948,223961,1
13532,10,15949,10386,1560
14152,125,15949,11895,1560
173962,25,15949,223962,1
315949,26,15949,415949,1
19109,125,15950,16848,1
173965,25,15950,223965,1
173966,25,15950,223966,1
190692,25,15950,240692,1
190694,25,15950,240694,1
19054,125,15951,16793,1
173968,25,15951,223968,1
173969,25,15951,223969,1
19032,125,15952,16771,1
31595,14,15952,29334,1
173971,25,15952,223971,1
190697,25,15952,240697,1
190699,25,15952,240699,1
190769,25,15952,240769,1
19055,125,15953,16794,1
31612,14,15953,29351,1
173974,25,15953,223974,1
190721,25,15953,240721,1
190724,25,15953,240724,1
190764,25,15953,240764,1
19056,125,15954,16795,1
31614,14,15954,29353,1
173976,25,15954,223976,1
190732,25,15954,240732,1
190765,25,15954,240765,1
19057,125,15955,16796,1
31630,14,15955,29369,1
173978,25,15955,223978,1
190752,25,15955,240752,1
190753,25,15955,240753,1
190754,25,15955,240754,1
19031,125,15956,16770,1
173980,25,15956,223980,1
19021,125,15957,16760,1
173982,25,15957,223982,1
14038,125,15959,11781,1560
173986,25,15959,223986,1
13535,10,15961,10389,1560
13536,8,15961,10390,1560
14605,9,15961,12344,1
18959,125,15961,16698,1
173988,25,15961,223988,1
315961,26,15961,415961,1
13537,8,15962,10391,1560
13541,10,15962,10395,1560
19072,125,15962,16811,1
173989,25,15962,223989,1
315962,26,15962,415962,1
13540,10,15964,10394,1560
14076,125,15964,11819,1560
173991,25,15964,223991,1
315964,26,15964,415964,1
13539,10,15965,10393,1560
18950,125,15965,16689,1
173992,25,15965,223992,1
315965,26,15965,415965,1
14000,125,15966,11743,1560
173994,25,15966,223994,1
13542,8,15967,10396,1560
13543,9,15967,10397,1560
13545,10,15967,10399,1560
14077,125,15967,11820,1560
173996,25,15967,223996,1
13547,21,15968,10401,1560
14233,125,15968,11976,1560
173999,25,15968,223999,1
13548,21,15969,10402,1560
13750,125,15969,11493,1560
174001,25,15969,224001,1
13549,8,15970,10403,1560
13550,10,15970,10404,1560
13551,9,15970,10405,1560
174002,25,15970,224002,1
13552,8,15971,10406,1560
13553,9,15971,10407,1560
13554,10,15971,10408,1560
174003,25,15971,224003,1
13555,8,15972,10409,1560
13556,9,15972,10410,1560
13557,10,15972,10411,1560
174004,25,15972,224004,1
13558,8,15973,10412,1560
13559,9,15973,10413,1560
13560,10,15973,10414,1560
174005,25,15973,224005,1
13561,8,15974,10415,1560
13562,9,15974,10416,1560
13563,10,15974,10417,1560
174006,25,15974,224006,1
13564,8,15975,10418,1560
13565,9,15975,10419,1560
13566,10,15975,10420,1560
174007,25,15975,224007,1
13635,44,15978,10489,1560
13636,45,15978,10490,1560
13637,50,15978,10491,1560
13638,47,15978,10492,1560
13639,48,15978,10493,1560
33509,125,15978,31248,1
174012,25,15978,224012,1
13641,44,15979,10495,1560
13642,45,15979,10496,1560
13643,50,15979,10497,1560
13644,47,15979,10498,1560
13645,48,15979,10499,1560
33510,125,15979,31249,1
174013,25,15979,224013,1
14272,125,15981,12015,1560
174021,25,15981,224021,1
174022,25,15981,224022,1
13586,8,15982,10440,1560
13587,11,15982,10441,1560
14309,125,15982,12052,1560
174023,25,15982,224023,1
13766,125,15985,11509,1560
174027,25,15985,224027,1
13666,8,15986,10520,1560
13667,8,15986,10521,1560
13668,10,15986,10522,1560
14155,125,15986,11898,1560
174028,25,15986,224028,1
13602,14,15989,10456,1560
14310,125,15989,12053,1560
174033,25,15989,224033,1
13844,125,15990,11587,1560
174035,25,15990,224035,1
13603,8,15991,10457,1560
13604,9,15991,10458,1560
13605,11,15991,10459,1560
13906,125,15991,11649,1560
33130,10,15991,30869,1
33131,224,15991,30870,1
192181,25,15991,242181,1
315991,26,15991,415991,1
13630,44,15995,10484,1560
13631,45,15995,10485,1560
13632,50,15995,10486,1560
13633,47,15995,10487,1560
33543,125,15995,31282,1
174042,25,15995,224042,1
13647,44,15996,10501,1560
13648,45,15996,10502,1560
13649,50,15996,10503,1560
13650,47,15996,10504,1560
13651,48,15996,10505,1560
33511,125,15996,31250,1
174043,25,15996,224043,1
13624,44,15997,10478,1560
13625,45,15997,10479,1560
13626,50,15997,10480,1560
13627,47,15997,10481,1560
13628,48,15997,10482,1560
33512,125,15997,31251,1
174044,25,15997,224044,1
13653,44,15998,10507,1560
13654,45,15998,10508,1560
13655,50,15998,10509,1560
13656,47,15998,10510,1560
13657,48,15998,10511,1560
13658,48,15998,10512,1560
174045,25,15998,224045,1
13660,44,15999,10514,1560
13661,45,15999,10515,1560
13662,50,15999,10516,1560
13663,47,15999,10517,1560
13664,48,15999,10518,1560
174046,25,15999,224046,1
13669,8,16000,10523,1560
13670,9,16000,10524,1560
13671,9,16000,10525,1560
13672,10,16000,10526,1560
174048,25,16000,224048,1
19022,125,16004,16761,1
174056,25,16004,224056,1
19023,125,16005,16762,1
174058,25,16005,224058,1
19024,125,16006,16763,1
174060,25,16006,224060,1
19025,125,16007,16764,1
174062,25,16007,224062,1
19026,125,16008,16765,1
174063,25,16008,224063,1
19027,125,16009,16766,1
174065,25,16009,224065,1
13679,14,16010,10533,1560
14311,125,16010,12054,1560
174067,25,16010,224067,1
13680,14,16011,10534,1560
19028,125,16011,16767,1
174069,25,16011,224069,1
19029,125,16012,16768,1
174071,25,16012,224071,1
13681,14,16013,10535,1560
19030,125,16013,16769,1
174073,25,16013,224073,1
19058,125,16014,16797,1
174075,25,16014,224075,1
19059,125,16015,16798,1
174077,25,16015,224077,1
174078,25,16015,224078,1
174079,25,16015,224079,1
13682,14,16016,10536,1560
19060,125,16016,16799,1
174081,25,16016,224081,1
174082,25,16016,224082,1
13683,14,16017,10537,1560
37305,125,16017,35024,1
174084,25,16017,224084,1
19061,125,16018,16800,1
174086,25,16018,224086,1
174087,25,16018,224087,1
13684,14,16019,10538,1560
19062,125,16019,16801,1
174089,25,16019,224089,1
174091,25,16019,224091,1
174092,25,16019,224092,1
174094,25,16019,224094,1
174095,25,16019,224095,1
13685,14,16020,10539,1560
19063,125,16020,16802,1
174097,25,16020,224097,1
174098,25,16020,224098,1
13686,14,16021,10540,1560
19033,125,16021,16772,1
174100,25,16021,224100,1
13687,14,16022,10541,1560
19034,125,16022,16773,1
174102,25,16022,224102,1
13688,14,16023,10542,1560
19035,125,16023,16774,1
174104,25,16023,224104,1
19036,125,16024,16775,1
174106,25,16024,224106,1
13689,14,16025,10543,1560
19037,125,16025,16776,1
174107,25,16025,224107,1
13690,14,16026,10544,1560
19038,125,16026,16777,1
174109,25,16026,224109,1
19039,125,16027,16778,1
174111,25,16027,224111,1
19040,125,16028,16779,1
174113,25,16028,224113,1
13691,14,16029,10545,1560
19041,125,16029,16780,1
174115,25,16029,224115,1
174116,25,16029,224116,1
13692,14,16030,10546,1560
19042,125,16030,16781,1
174118,25,16030,224118,1
174119,25,16030,224119,1
13693,14,16031,10547,1560
19043,125,16031,16782,1
174122,25,16031,224122,1
174123,25,16031,224123,1
196794,25,16031,246794,1
19044,125,16032,16783,1
174126,25,16032,224126,1
19045,125,16033,16784,1
174128,25,16033,224128,1
174129,25,16033,224129,1
13694,14,16034,10548,1560
19046,125,16034,16785,1
174131,25,16034,224131,1
174133,25,16034,224133,1
19047,125,16035,16786,1
174135,25,16035,224135,1
174136,25,16035,224136,1
13695,14,16036,10549,1560
19048,125,16036,16787,1
174138,25,16036,224138,1
19049,125,16037,16788,1
174140,25,16037,224140,1
19050,125,16038,16789,1
174142,25,16038,224142,1
174143,25,16038,224143,1
13696,14,16039,10550,1560
19051,125,16039,16790,1
174145,25,16039,224145,1
174146,25,16039,224146,1
174147,25,16039,224147,1
13697,14,16040,10551,1560
13754,125,16040,11497,1560
174149,25,16040,224149,1
13698,14,16041,10552,1560
19052,125,16041,16791,1
196816,25,16041,246816,1
13714,8,16083,10568,1560
27681,504,16083,25420,1
34971,626,16083,32710,1
174171,25,16083,224171,1
316083,26,16083,416083,1
14370,8,16084,10570,1560
14371,10,16084,10571,1560
27659,504,16084,25398,1
34918,626,16084,32657,1
174172,25,16084,224172,1
316084,26,16084,416084,1
14372,13,16085,10572,1560
27943,504,16085,25682,1
35411,626,16085,33130,1
174174,25,16085,224174,1
174175,25,16085,224175,1
27671,504,16086,25410,1
34972,626,16086,32711,1
174177,25,16086,224177,1
174178,25,16086,224178,1
14385,10,16101,12124,1560
14386,8,16101,12125,1560
14387,9,16101,12126,1560
174207,25,16101,224207,1
19053,125,16119,16792,1
174230,25,16119,224230,1
14401,8,16128,12140,1560
14402,9,16128,12141,1560
174239,25,16128,224239,1
14403,8,16129,12142,1560
14404,9,16129,12143,1560
174240,25,16129,224240,1
14405,8,16130,12144,1560
14406,9,16130,12145,1560
174241,25,16130,224241,1
14407,8,16131,12146,1560
14408,9,16131,12147,1560
174242,25,16131,224242,1
14409,8,16132,12148,1560
14410,9,16132,12149,1560
174243,25,16132,224243,1
14411,8,16133,12150,1560
14412,9,16133,12151,1560
17759,11,16133,15498,1
178731,25,16133,228731,1
14415,8,16134,12154,1560
14416,11,16134,12155,1560
14578,125,16134,12317,1
174245,25,16134,224245,1
316134,26,16134,416134,1
19110,125,16135,16849,1
174247,25,16135,224247,1
19111,125,16136,16850,1
174249,25,16136,224249,1
19125,125,16137,16864,1
174251,25,16137,224251,1
14421,8,16139,12160,1560
14422,11,16139,12161,1560
19112,125,16139,16851,1
174253,25,16139,224253,1
316139,26,16139,416139,1
14423,8,16140,12162,1560
14424,11,16140,12163,1560
19113,125,16140,16852,1
174254,25,16140,224254,1
316140,26,16140,416140,1
14425,8,16141,12164,1560
14426,11,16141,12165,1560
14575,125,16141,12314,1
174255,25,16141,224255,1
316141,26,16141,416141,1
14427,8,16142,12166,1560
14428,11,16142,12167,1560
14576,125,16142,12315,1
174256,25,16142,224256,1
316142,26,16142,416142,1
14445,11,16151,12184,1560
14452,8,16151,12191,1560
20205,125,16151,17944,1
174272,25,16151,224272,1
14448,9,16152,12187,1560
14449,8,16152,12188,1
14450,8,16152,12189,1
14453,8,16152,12192,1
20207,125,16152,17946,1
174274,25,16152,224274,1
14466,8,16161,12205,1560
14468,9,16161,12207,1560
174291,25,16161,224291,1
14471,9,16167,12210,1560
14472,8,16167,12211,1560
174302,25,16167,224302,1
14477,8,16169,12216,1560
14478,9,16169,12217,1560
174307,25,16169,224307,1
14479,8,16170,12218,1560
14480,9,16170,12219,1560
174311,25,16170,224311,1
14481,8,16173,12220,1560
14482,9,16173,12221,1560
174316,25,16173,224316,1
174337,25,16173,224337,1
14486,8,16175,12225,1560
14487,9,16175,12226,1560
174326,25,16175,224326,1
14488,8,16176,12227,1560
14489,9,16176,12228,1560
174330,25,16176,224330,1
14490,9,16177,12229,1560
14491,8,16177,12230,1560
14604,8,16177,12343,1560
174340,25,16177,224340,1
174342,25,16178,224342,1
174343,25,16178,224343,1
174353,25,16178,224353,1
174503,25,16178,224503,1
174345,25,16179,224345,1
174347,25,16179,224347,1
174349,25,16179,224349,1
174354,25,16180,224354,1
174355,25,16180,224355,1
174381,25,16181,224381,1
174382,25,16181,224382,1
174383,25,16181,224383,1
174386,25,16182,224386,1
174393,25,16182,224393,1
14514,8,16201,12253,1
174395,25,16201,224395,1
174396,25,16201,224396,1
174397,25,16201,224397,1
174398,25,16201,224398,1
