ID,FeatureTypeID,ParentRef,FeatureVersionID,ReliabilityID
1188,8,6856,2661,1
154883,25,6856,204883,1
1189,8,6857,2662,1
1190,9,6857,2663,1
154884,25,6857,204884,1
1191,8,6858,2664,1
1192,9,6858,2665,1
154885,25,6858,204885,1
1193,8,6859,2666,1
1194,9,6859,2667,1
154886,25,6859,204886,1
1195,8,6860,2668,1
1196,9,6860,2669,1
154887,25,6860,204887,1
1197,8,6861,2670,1
1198,9,6861,2671,1
154888,25,6861,204888,1
1199,8,6862,2672,1
154889,25,6862,204889,1
1200,8,6863,2673,1
1201,9,6863,2674,1
154890,25,6863,204890,1
1202,8,6864,2675,1
1203,9,6864,2676,1
154891,25,6864,204891,1
1204,8,6865,2677,1
1205,9,6865,2678,1
154892,25,6865,204892,1
1206,8,6866,2679,1
154893,25,6866,204893,1
154922,25,6895,204922,1
154923,25,6896,204923,1
154924,25,6897,204924,1
154925,25,6898,204925,1
154926,25,6899,204926,1
154927,25,6900,204927,1
1207,8,6901,3102,1
1208,9,6901,3103,1
154928,25,6901,204928,1
1210,8,6903,6342,1
39680,9,6903,37399,1
39681,10,6903,37400,1
39682,224,6903,37401,1
197206,25,6903,247206,1
1211,8,6905,6343,1
1212,9,6905,6344,1
5416,10,6905,6345,1
43340,224,6905,41059,1
200102,25,6905,250102,1
43320,224,6906,41039,1
43321,8,6906,41040,1
43322,9,6906,41041,1
43323,10,6906,41042,1
200101,25,6906,250101,1
1213,8,6907,6346,1
1214,9,6907,6347,1
154934,25,6907,204934,1
1215,8,6908,6348,1
1216,9,6908,6349,1
154935,25,6908,204935,1
154937,25,6910,204937,1
154947,25,6911,204947,1
154939,25,6912,204939,1
154942,25,6912,204942,1
154943,25,6912,204943,1
154944,25,6912,204944,1
154945,25,6912,204945,1
154946,25,6912,204946,1
170919,25,6912,220919,1
170920,25,6912,220920,1
170921,25,6912,220921,1
154940,25,6913,204940,1
1217,8,6915,6350,1
1218,9,6915,6351,1
1219,11,6915,6352,1
154948,25,6915,204948,1
1220,8,6916,6353,1
1221,9,6916,6354,1
1222,11,6916,6355,1
154949,25,6916,204949,1
1227,8,6918,6360,1
1228,9,6918,6361,1
1229,11,6918,6362,1
154951,25,6918,204951,1
1230,9,6919,6363,1
1231,11,6919,6364,1
154952,25,6919,204952,1
1232,8,6920,6365,1
1233,9,6920,6367,1
1234,11,6920,6366,1
154953,25,6920,204953,1
1235,8,6921,6368,1
1236,9,6921,6369,1
1237,11,6921,6370,1
20222,125,6921,17961,1
154954,25,6921,204954,1
1241,8,6923,6374,1
1242,9,6923,6375,1
1243,11,6923,6376,1
1244,8,6923,6377,1
154956,25,6923,204956,1
1245,8,6924,6378,1
1246,9,6924,6379,1
1247,11,6924,6380,1
1248,11,6924,6381,1
154957,25,6924,204957,1
1249,8,6925,6382,1
1250,9,6925,6383,1
1251,11,6925,6384,1
1252,8,6925,6385,1
1253,8,6925,6386,1
1254,8,6925,6387,1
154958,25,6925,204958,1
1255,8,6926,6388,1
1256,9,6926,6389,1
1257,11,6926,6390,1
20221,125,6926,17960,1
154959,25,6926,204959,1
1258,8,6927,1441,1
1259,9,6927,1442,1
1260,11,6927,1443,1
1261,11,6927,1444,1
1262,8,6927,1445,1
1263,8,6927,1446,1
154960,25,6927,204960,1
1264,8,6928,6391,1
1265,9,6928,6392,1
1266,11,6928,6393,1
1267,8,6928,6394,1
43341,224,6928,41060,1
200103,25,6928,250103,1
1275,8,6931,6402,1
1276,9,6931,6403,1
1277,11,6931,6404,1
154964,25,6931,204964,1
154965,25,6932,204965,1
154971,25,6935,204971,1
154972,25,6936,204972,1
154973,25,6937,204973,1
154974,25,6937,204974,1
154975,25,6938,204975,1
39891,8,6939,37610,1
39892,9,6939,37611,1
39893,10,6939,37612,1
39894,224,6939,37613,1
154976,25,6939,204976,1
1278,8,6940,6405,1
1279,9,6940,6406,1
154977,25,6940,204977,1
1280,8,6941,6407,1
5423,9,6941,6408,1
154978,25,6941,204978,1
1283,8,6944,6414,1
1284,9,6944,6415,1
5411,8,6944,6416,1
5412,8,6944,6417,1
5413,10,6944,6418,1
154981,25,6944,204981,1
1285,8,6945,6419,1
154982,25,6945,204982,1
1286,8,6946,6420,1
1287,9,6946,6421,1
154983,25,6946,204983,1
154984,25,6946,204984,1
154985,25,6946,204985,1
154986,25,6946,204986,1
154987,25,6946,204987,1
1288,8,6947,6422,1
1289,9,6947,6423,1
154988,25,6947,204988,1
1290,8,6948,6424,1
1291,9,6948,6425,1
154989,25,6948,204989,1
1292,8,6950,6426,1
1293,8,6950,6427,1
14840,9,6950,12579,1
14841,10,6950,12580,1
154991,25,6950,204991,1
174833,25,6950,224833,1
1306,8,7006,3079,1
1307,11,7006,3080,1
155076,25,7006,205076,1
155225,25,7114,205225,1
155226,25,7114,205226,1
155227,25,7115,205227,1
155228,25,7116,205228,1
155229,25,7116,205229,1
155230,25,7116,205230,1
155231,25,7116,205231,1
155232,25,7116,205232,1
155233,25,7116,205233,1
155239,25,7116,205239,1
155470,25,7116,205470,1
155471,25,7116,205471,1
155258,25,7132,205258,1
155259,25,7132,205259,1
1308,8,7133,3082,1
1309,10,7133,3083,1
1310,8,7133,3084,1
1311,8,7133,3085,1
1312,8,7133,3086,1
1313,8,7133,3087,1
1314,8,7133,3088,1
1315,8,7133,3089,1
1316,8,7133,3090,1
3921,8,7133,3081,1
155260,25,7133,205260,1
1317,8,7135,3091,1
1318,10,7135,3092,1
1319,8,7135,3093,1
155262,25,7135,205262,1
1320,8,7138,3094,1
1321,10,7138,3095,1
155265,25,7138,205265,1
155267,25,7140,205267,1
155268,25,7141,205268,1
155269,25,7142,205269,1
155270,25,7143,205270,1
155271,25,7144,205271,1
155272,25,7145,205272,1
155273,25,7146,205273,1
1322,10,7148,3096,1
23774,8,7148,21513,1
23775,9,7148,21514,1
23977,224,7148,21716,1
155276,25,7148,205276,1
155277,25,7149,205277,1
155279,25,7149,205279,1
177123,25,7149,227123,1
177124,25,7149,227124,1
179895,25,7149,229895,1
179896,25,7149,229896,1
4967,8,7150,3097,1
4968,8,7150,3098,1
4969,10,7150,3099,1
170924,25,7150,220924,1
155280,25,7151,205280,1
155281,25,7151,205281,1
155282,25,7151,205282,1
155283,25,7152,205283,1
155284,25,7153,205284,1
155285,25,7154,205285,1
155288,25,7156,205288,1
155289,25,7156,205289,1
155290,25,7156,205290,1
155291,25,7156,205291,1
155292,25,7156,205292,1
155293,25,7156,205293,1
155294,25,7156,205294,1
155295,25,7156,205295,1
155296,25,7157,205296,1
155297,25,7157,205297,1
155298,25,7157,205298,1
155299,25,7157,205299,1
155300,25,7157,205300,1
155301,25,7157,205301,1
155302,25,7157,205302,1
155303,25,7157,205303,1
155304,25,7157,205304,1
155305,25,7157,205305,1
155306,25,7157,205306,1
155307,25,7157,205307,1
155308,25,7157,205308,1
155309,25,7157,205309,1
155310,25,7157,205310,1
155311,25,7157,205311,1
155312,25,7157,205312,1
155313,25,7157,205313,1
155314,25,7157,205314,1
155315,25,7157,205315,1
155316,25,7157,205316,1
155317,25,7157,205317,1
155318,25,7157,205318,1
155319,25,7157,205319,1
155320,25,7157,205320,1
155321,25,7157,205321,1
155322,25,7157,205322,1
155323,25,7157,205323,1
155324,25,7158,205324,1
155327,25,7160,205327,1
155328,25,7160,205328,1
155329,25,7160,205329,1
155330,25,7161,205330,1
155331,25,7161,205331,1
155332,25,7162,205332,1
155333,25,7162,205333,1
1323,8,7163,3100,1
1324,9,7163,3101,1
155334,25,7163,205334,1
155335,25,7163,205335,1
155336,25,7163,205336,1
155337,25,7163,205337,1
1325,8,7164,3061,1
5035,9,7164,3062,1
155338,25,7164,205338,1
163029,25,7164,213029,1
1328,8,7166,2989,1
155344,25,7166,205344,1
1329,8,7167,2990,1
1330,9,7167,2991,1
155345,25,7167,205345,1
155346,25,7167,205346,1
155347,25,7167,205347,1
155348,25,7167,205348,1
155349,25,7167,205349,1
155350,25,7167,205350,1
155351,25,7167,205351,1
1332,8,7169,2994,1
1333,9,7169,2995,1
155353,25,7169,205353,1
155354,25,7169,205354,1
155355,25,7169,205355,1
155356,25,7169,205356,1
155357,25,7169,205357,1
155358,25,7169,205358,1
1334,8,7170,2996,1
1335,9,7170,2997,1
155359,25,7170,205359,1
155360,25,7170,205360,1
155361,25,7170,205361,1
1338,8,7172,3000,1
1339,9,7172,3001,1
155364,25,7172,205364,1
155365,25,7172,205365,1
155366,25,7172,205366,1
155367,25,7172,205367,1
1340,8,7173,3002,1
1341,9,7173,3003,1
155368,25,7173,205368,1
155369,25,7173,205369,1
155370,25,7173,205370,1
155371,25,7173,205371,1
155372,25,7173,205372,1
155373,25,7173,205373,1
155374,25,7173,205374,1
155375,25,7173,205375,1
155376,25,7173,205376,1
155377,25,7173,205377,1
155378,25,7173,205378,1
155379,25,7173,205379,1
155380,25,7173,205380,1
1342,8,7174,3004,1
1343,9,7174,3005,1
155381,25,7174,205381,1
155382,25,7174,205382,1
1346,8,7176,3008,1
155390,25,7176,205390,1
155391,25,7176,205391,1
155392,25,7176,205392,1
1347,8,7177,3009,1
1348,9,7177,3010,1
155393,25,7177,205393,1
155394,25,7177,205394,1
155395,25,7177,205395,1
155396,25,7177,205396,1
155397,25,7177,205397,1
155398,25,7177,205398,1
1349,8,7178,3011,1
1350,9,7178,3012,1
155399,25,7178,205399,1
1351,8,7179,3013,1
1352,9,7179,3014,1
155400,25,7179,205400,1
1353,8,7180,3015,1
1354,9,7180,3016,1
155401,25,7180,205401,1
1355,8,7181,3017,1
1356,9,7181,3018,1
155402,25,7181,205402,1
1357,8,7182,3019,1
1358,9,7182,3020,1
155403,25,7182,205403,1
1359,8,7183,3021,1
1360,9,7183,3022,1
155404,25,7183,205404,1
1361,8,7184,3023,1
1362,9,7184,3024,1
155405,25,7184,205405,1
1363,8,7185,3025,1
1364,9,7185,3026,1
155406,25,7185,205406,1
1365,8,7186,3027,1
1366,9,7186,3028,1
155407,25,7186,205407,1
1367,8,7187,3029,1
1368,9,7187,3030,1
155408,25,7187,205408,1
1369,8,7188,3031,1
1370,9,7188,3032,1
155409,25,7188,205409,1
1371,8,7189,3033,1
1372,9,7189,3034,1
155410,25,7189,205410,1
1373,8,7190,3035,1
1374,9,7190,3036,1
155411,25,7190,205411,1
1375,8,7191,3037,1
1376,9,7191,3038,1
155412,25,7191,205412,1
1377,8,7192,3039,1
1378,9,7192,3040,1
155413,25,7192,205413,1
1379,8,7193,3041,1
1380,9,7193,3042,1
155414,25,7193,205414,1
1381,8,7194,3043,1
1382,9,7194,3044,1
155415,25,7194,205415,1
1383,8,7195,3045,1
1384,9,7195,3046,1
155416,25,7195,205416,1
1385,8,7196,3047,1
1386,9,7196,3048,1
155417,25,7196,205417,1
1387,8,7197,3049,1
1388,9,7197,3050,1
155418,25,7197,205418,1
1389,8,7198,3051,1
1390,9,7198,3052,1
155419,25,7198,205419,1
155420,25,7199,205420,1
155421,25,7199,205421,1
155422,25,7200,205422,1
155423,25,7201,205423,1
155425,25,7201,205425,1
155426,25,7201,205426,1
155427,25,7201,205427,1
155428,25,7201,205428,1
155429,25,7201,205429,1
155430,25,7201,205430,1
155431,25,7201,205431,1
155432,25,7201,205432,1
1393,8,7203,3056,1
1394,9,7203,3057,1
4398,10,7203,3055,1
155437,25,7203,205437,1
1395,8,7204,3058,1
1396,9,7204,3059,1
4965,9,7204,3060,1
155438,25,7204,205438,1
1397,8,7205,2899,1
1398,9,7205,2900,1
4399,10,7205,2898,1
155439,25,7205,205439,1
1401,8,7207,2904,1
1402,9,7207,2905,1
155441,25,7207,205441,1
1403,8,7208,2907,1
1404,9,7208,2908,1
4401,10,7208,2906,1
155442,25,7208,205442,1
1405,8,7209,2909,1
5405,8,7209,2910,1
5406,9,7209,2911,1
5407,10,7209,2912,1
155443,25,7209,205443,1
1406,8,7210,2913,1
155444,25,7210,205444,1
155445,25,7210,205445,1
1407,8,7211,2914,1
1408,9,7211,2915,1
155447,25,7211,205447,1
1409,8,7212,2916,1
1410,9,7212,2917,1
155448,25,7212,205448,1
1411,8,7213,2918,1
1412,9,7213,2919,1
155449,25,7213,205449,1
1413,8,7214,2920,1
1414,9,7214,2921,1
155450,25,7214,205450,1
1415,8,7215,2922,1
1416,9,7215,2923,1
155451,25,7215,205451,1
1417,8,7216,2924,1
1418,9,7216,2925,1
155452,25,7216,205452,1
1419,8,7217,2926,1
1420,9,7217,2927,1
155453,25,7217,205453,1
155454,25,7219,205454,1
1421,8,7220,2928,1
1422,9,7220,2929,1
155460,25,7220,205460,1
1423,8,7221,2930,1
1424,9,7221,2931,1
1425,8,7221,2932,1
155461,25,7221,205461,1
1426,8,7222,2933,1
1427,9,7222,2934,1
155462,25,7222,205462,1
1428,8,7223,2935,1
1429,9,7223,2936,1
155463,25,7223,205463,1
1430,8,7224,2937,1
1431,9,7224,2938,1
1432,8,7224,2939,1
1433,8,7224,2940,1
1434,8,7224,2941,1
1435,8,7224,2942,1
155464,25,7224,205464,1
34782,224,7226,32521,1
45499,10,7226,43218,1
45511,8,7226,43230,1
45512,9,7226,43231,1
199244,25,7226,249244,1
155467,25,7227,205467,1
155468,25,7228,205468,1
155477,25,7234,205477,1
1440,8,7235,2952,1
1441,9,7235,2953,1
155483,25,7235,205483,1
1442,8,7251,2955,1
1443,9,7251,2956,1
4402,10,7251,2954,1
155509,25,7251,205509,1
1444,8,7252,2958,1
1445,9,7252,2959,1
4403,10,7252,2957,1
162960,25,7252,212960,1
1446,8,7253,2960,1
1447,9,7253,2961,1
155511,25,7253,205511,1
1448,8,7254,2964,1
4404,9,7254,2962,1
4405,10,7254,2963,1
155512,25,7254,205512,1
1450,8,7255,2966,1
1451,9,7255,2967,1
4406,10,7255,2965,1
155513,25,7255,205513,1
1452,8,7256,2968,1
1453,9,7256,2969,1
155514,25,7256,205514,1
1454,8,7257,2972,1
1455,9,7257,2973,1
4407,9,7257,2970,1
4408,10,7257,2971,1
155515,25,7257,205515,1
1456,8,7258,2974,1
1457,9,7258,2975,1
155516,25,7258,205516,1
1458,8,7259,2976,1
1459,9,7259,2977,1
155517,25,7259,205517,1
1460,8,7260,2978,1
1461,9,7260,2979,1
155518,25,7260,205518,1
1462,8,7261,2981,1
1463,9,7261,2982,1
4409,10,7261,2980,1
155519,25,7261,205519,1
155520,25,7262,205520,1
1464,8,7263,2983,1
1465,9,7263,2984,1
5414,8,7263,2985,1
5415,10,7263,2986,1
155521,25,7263,205521,1
1466,8,7264,2895,1
1467,9,7264,2896,1
1468,10,7264,2894,1
1469,10,7264,2897,1
156344,25,7264,206344,1
156345,25,7264,206345,1
156346,25,7264,206346,1
156347,25,7264,206347,1
1470,8,7265,2860,1
1471,9,7265,2861,1
1472,10,7265,2862,1
1473,9,7265,2863,1
1474,8,7265,2864,1
43343,224,7265,41062,1
200106,25,7265,250106,1
1475,8,7266,2865,1
1476,9,7266,2866,1
1477,10,7266,2867,1
155524,25,7266,205524,1
1478,8,7267,2868,1
1479,9,7267,2869,1
1480,8,7267,2870,1
155525,25,7267,205525,1
155527,25,7268,205527,1
155529,25,7269,205529,1
155530,25,7270,205530,1
155531,25,7270,205531,1
155532,25,7270,205532,1
155533,25,7270,205533,1
155534,25,7270,205534,1
155535,25,7270,205535,1
155536,25,7270,205536,1
155537,25,7270,205537,1
155538,25,7270,205538,1
155539,25,7270,205539,1
155540,25,7270,205540,1
155541,25,7270,205541,1
155542,25,7270,205542,1
155543,25,7270,205543,1
155544,25,7270,205544,1
155545,25,7270,205545,1
155546,25,7270,205546,1
155547,25,7270,205547,1
155548,25,7270,205548,1
155549,25,7270,205549,1
155550,25,7270,205550,1
155551,25,7270,205551,1
155552,25,7270,205552,1
155553,25,7270,205553,1
155554,25,7270,205554,1
155555,25,7270,205555,1
155556,25,7270,205556,1
155557,25,7270,205557,1
155558,25,7270,205558,1
158341,25,7270,208341,1
155572,25,7280,205572,1
1481,8,7281,2871,1
1482,9,7281,2872,1
155580,25,7281,205580,1
155581,25,7281,205581,1
155582,25,7281,205582,1
155583,25,7281,205583,1
155584,25,7281,205584,1
155585,25,7281,205585,1
155586,25,7281,205586,1
155587,25,7281,205587,1
155588,25,7281,205588,1
155589,25,7281,205589,1
1483,8,7282,2873,1
1484,9,7282,2874,1
155590,25,7282,205590,1
155591,25,7282,205591,1
155592,25,7282,205592,1
155593,25,7282,205593,1
155594,25,7283,205594,1
155595,25,7283,205595,1
155596,25,7284,205596,1
155597,25,7285,205597,1
155598,25,7286,205598,1
155599,25,7286,205599,1
155600,25,7287,205600,1
155601,25,7287,205601,1
155602,25,7288,205602,1
155603,25,7288,205603,1
155604,25,7289,205604,1
155605,25,7290,205605,1
155606,25,7291,205606,1
155607,25,7291,205607,1
155608,25,7292,205608,1
155609,25,7292,205609,1
155610,25,7293,205610,1
155611,25,7294,205611,1
155612,25,7295,205612,1
155613,25,7295,205613,1
155614,25,7295,205614,1
1489,8,7302,2879,1
1490,9,7302,2880,1
155648,25,7302,205648,1
155649,25,7302,205649,1
1491,8,7303,2881,1
155650,25,7303,205650,1
155651,25,7303,205651,1
155652,25,7303,205652,1
155653,25,7303,205653,1
155654,25,7303,205654,1
1492,8,7304,2882,1
155655,25,7304,205655,1
155656,25,7304,205656,1
155657,25,7304,205657,1
155658,25,7304,205658,1
155659,25,7304,205659,1
155660,25,7304,205660,1
155661,25,7304,205661,1
155662,25,7304,205662,1
155680,25,7308,205680,1
155681,25,7308,205681,1
155682,25,7308,205682,1
155683,25,7308,205683,1
155692,25,7311,205692,1
155693,25,7311,205693,1
155694,25,7311,205694,1
1501,8,7313,2891,1
1502,9,7313,2892,1
1503,8,7313,2893,1
155699,25,7313,205699,1
155700,25,7313,205700,1
155701,25,7313,205701,1
1504,8,7314,2835,1
1505,9,7314,2836,1
155702,25,7314,205702,1
155703,25,7314,205703,1
1507,8,7316,2838,1
155709,25,7316,205709,1
1508,8,7317,2839,1
1509,9,7317,2840,1
155710,25,7317,205710,1
1510,8,7318,2841,1
1511,9,7318,2842,1
155711,25,7318,205711,1
1512,8,7319,2843,1
1513,9,7319,2844,1
155712,25,7319,205712,1
1514,8,7320,2845,1
1515,9,7320,2846,1
155713,25,7320,205713,1
155718,25,7321,205718,1
155719,25,7321,205719,1
155720,25,7321,205720,1
155721,25,7321,205721,1
155722,25,7321,205722,1
155723,25,7321,205723,1
155724,25,7321,205724,1
155725,25,7321,205725,1
155726,25,7321,205726,1
155727,25,7321,205727,1
155728,25,7321,205728,1
155729,25,7321,205729,1
155730,25,7321,205730,1
155731,25,7321,205731,1
155732,25,7321,205732,1
